timestamp,num_satellites,latitude,longitude,altitude,latitude_sigma,longitude_sigma,altitude_sigma,northing,easting,down,utm_zone
1447151587413391,9,51.760604,-1.261259,67.501263,2.003329,1.467388,5.734560,5735842.776802,619996.868402,-67.501263,30U
1447151587613629,9,51.760604,-1.261260,67.484719,2.003295,1.467450,5.734994,5735842.770120,619996.864054,-67.484719,30U
1447151587813576,9,51.760604,-1.261260,67.494436,2.003252,1.467453,5.735083,5735842.767243,619996.860929,-67.494436,30U
1447151588013577,9,51.760604,-1.261260,67.482000,2.003227,1.467489,5.735396,5735842.772090,619996.864210,-67.482000,30U
1447151588213663,9,51.760604,-1.261260,67.467986,2.003176,1.467535,5.735660,5735842.773491,619996.855906,-67.467986,30U
1447151588413604,9,51.760604,-1.261260,67.470506,2.003154,1.467660,5.736359,5735842.781096,619996.834995,-67.470506,30U
1447151588613763,9,51.760605,-1.261260,67.467730,2.003148,1.467728,5.736683,5735842.791538,619996.818655,-67.467730,30U
1447151588813544,9,51.760605,-1.261261,67.445000,2.003150,1.467914,5.738200,5735842.795859,619996.790006,-67.445000,30U
1447151589013690,9,51.760605,-1.261261,67.424564,2.003201,1.468067,5.738504,5735842.817740,619996.745821,-67.424564,30U
1447151589213730,9,51.760605,-1.261262,67.445541,2.003170,1.468045,5.738861,5735842.841611,619996.667487,-67.445541,30U
1447151589413419,9,51.760605,-1.261264,67.440338,2.003434,1.468238,5.739392,5735842.880075,619996.544651,-67.440338,30U
1447151589613651,9,51.760606,-1.261266,67.446443,2.003428,1.468306,5.739717,5735842.938938,619996.387265,-67.446443,30U
1447151589813685,9,51.760607,-1.261269,67.462544,2.003479,1.468058,5.738262,5735843.021724,619996.175562,-67.462544,30U
1447151590013547,9,51.760608,-1.261273,67.476954,2.003338,1.468181,5.738849,5735843.116711,619995.914002,-67.476954,30U
1447151590213709,9,51.760609,-1.261277,67.468827,2.003295,1.468187,5.738795,5735843.237116,619995.622845,-67.468827,30U
1447151590413475,9,51.760610,-1.261282,67.454234,2.003183,1.468109,5.738672,5735843.368250,619995.299518,-67.454234,30U
1447151590613647,9,51.760612,-1.261287,67.472727,2.003177,1.468177,5.738997,5735843.522892,619994.952605,-67.472727,30U
1447151590813564,9,51.760613,-1.261292,67.450798,2.003231,1.468195,5.738725,5735843.693373,619994.587334,-67.450798,30U
1447151591013483,9,51.760615,-1.261298,67.466373,2.003324,1.468350,5.739242,5735843.898585,619994.190787,-67.466373,30U
1447151591213713,9,51.760617,-1.261304,67.456380,2.003125,1.468497,5.740533,5735844.127633,619993.766582,-67.456380,30U
1447151591413454,9,51.760620,-1.261310,67.471947,2.003086,1.468437,5.740472,5735844.380759,619993.332683,-67.471947,30U
1447151591613561,9,51.760622,-1.261317,67.477359,2.003080,1.468506,5.740797,5735844.640802,619992.882595,-67.477359,30U
1447151591813789,9,51.760625,-1.261323,67.514593,2.003218,1.468653,5.740898,5735844.926803,619992.428413,-67.514593,30U
1447151592013440,9,51.760628,-1.261329,67.526478,2.003260,1.468941,5.742508,5735845.227422,619991.984734,-67.526478,30U
1447151592213476,9,51.760631,-1.261336,67.532523,2.003247,1.468757,5.741517,5735845.578072,619991.540358,-67.532523,30U
1447151592413398,9,51.760634,-1.261342,67.523658,2.003123,1.468802,5.741783,5735845.935195,619991.091192,-67.523658,30U
1447151592613493,9,51.760638,-1.261348,67.536094,2.003116,1.468871,5.742108,5735846.331539,619990.669183,-67.536094,30U
1447151592813407,9,51.760642,-1.261354,67.480444,2.003225,1.468921,5.742278,5735846.760879,619990.243338,-67.480444,30U
1447151593013254,9,51.760646,-1.261360,67.482596,2.003015,1.468936,5.742940,5735847.240846,619989.833845,-67.482596,30U
1447151593213156,9,51.760651,-1.261366,67.502258,2.003107,1.469102,5.743556,5735847.746739,619989.423896,-67.502258,30U
1447151593413214,9,51.760656,-1.261371,67.482561,2.003928,1.469674,5.743864,5735848.308916,619989.029474,-67.482561,30U
1447151593613436,9,51.760661,-1.261376,67.499615,2.003922,1.469743,5.744189,5735848.924677,619988.665780,-67.499615,30U
1447151593813120,9,51.760668,-1.261381,67.455130,2.005416,1.470995,5.745152,5735849.590938,619988.312428,-67.455130,30U
1447151594013342,9,51.760674,-1.261386,67.471740,2.004537,1.470407,5.745096,5735850.302117,619987.985103,-67.471740,30U
1447151594213564,9,51.760681,-1.261390,67.449651,2.004021,1.470002,5.744753,5735851.046026,619987.672984,-67.449651,30U
1447151594412958,7,51.760709,-1.261363,67.025976,3.497680,3.167587,6.780634,5735854.233750,619989.452348,-67.025976,30U
1447151594613178,8,51.760696,-1.261398,67.972277,2.127269,1.747287,6.683299,5735852.692058,619987.044225,-67.972277,30U
1447151594813381,7,51.760724,-1.261371,67.011695,3.497924,3.167473,6.780918,5735855.865904,619988.867301,-67.011695,30U
1447151595013403,8,51.760732,-1.261374,67.067674,3.499393,3.168055,6.784548,5735856.741218,619988.601306,-67.067674,30U
1447151595213369,7,51.760740,-1.261377,66.888960,3.567444,3.175005,6.870450,5735857.694853,619988.375743,-66.888960,30U
1447151595413310,7,51.760747,-1.261381,67.051448,3.517406,3.169817,6.805655,5735858.390542,619988.075852,-67.051448,30U
1447151595613409,6,51.760754,-1.261384,67.021533,3.517539,3.169944,6.805757,5735859.216740,619987.845310,-67.021533,30U
1447151595813540,5,51.760805,-1.261365,59.336685,5.374893,3.405976,9.348639,5735864.895571,619989.050689,-59.336685,30U
1447151596013382,5,51.760810,-1.261364,59.090600,5.379901,3.414720,9.363347,5735865.445219,619989.114266,-59.090600,30U
1447151596213388,5,51.760810,-1.261364,59.090600,5.379901,3.414720,9.363347,5735865.445219,619989.114266,-59.090600,30U
1447151596413450,4,51.760810,-1.261364,59.090600,5.379901,3.414720,9.363347,5735865.445219,619989.114266,-59.090600,30U
1447151596613502,4,51.760810,-1.261364,59.090600,5.379901,3.414720,9.363347,5735865.445219,619989.114266,-59.090600,30U
1447151596813370,4,51.760810,-1.261364,59.090600,5.379901,3.414720,9.363347,5735865.445219,619989.114266,-59.090600,30U
1447151597013208,6,51.760789,-1.261454,68.316994,3.213820,5.153522,7.280573,5735862.984241,619982.938675,-68.316994,30U
1447151597213423,5,51.760797,-1.261456,68.225872,3.215972,5.152846,7.281648,5735863.813167,619982.826487,-68.225872,30U
1447151597413428,4,51.760803,-1.261460,68.149576,5.095180,10.454981,10.014668,5735864.558687,619982.497368,-68.149576,30U
1447151597613643,4,51.760811,-1.261462,68.251265,5.085159,10.429785,9.999084,5735865.387232,619982.342160,-68.251265,30U
1447151597813424,4,51.760818,-1.261463,68.232679,5.086591,10.432161,10.000841,5735866.160904,619982.223953,-68.232679,30U
1447151598013379,4,51.760818,-1.261463,68.232679,5.086591,10.432161,10.000841,5735866.160904,619982.223953,-68.232679,30U
1447151598213407,5,51.760818,-1.261463,68.232679,5.086591,10.432161,10.000841,5735866.160904,619982.223953,-68.232679,30U
1447151598413316,6,51.760818,-1.261463,68.232679,5.086591,10.432161,10.000841,5735866.160904,619982.223953,-68.232679,30U
1447151598613246,6,51.760845,-1.261472,68.328732,4.721101,9.405915,9.434277,5735869.146782,619981.557780,-68.328732,30U
1447151598813402,6,51.760851,-1.261473,68.382511,4.712549,9.390604,9.416123,5735869.880980,619981.492003,-68.382511,30U
1447151599013346,6,51.760856,-1.261479,68.272391,4.710410,9.386559,9.415143,5735870.434449,619981.078369,-68.272391,30U
1447151599213183,5,51.760850,-1.261461,66.059083,11.211166,16.054352,21.549313,5735869.742304,619982.302410,-66.059083,30U
1447151599413188,6,51.760865,-1.261482,68.270532,4.215609,8.166755,8.698914,5735871.408371,619980.810754,-68.270532,30U
1447151599613208,6,51.760872,-1.261485,68.364502,3.214156,5.276159,7.316005,5735872.155676,619980.613473,-68.364502,30U
1447151599813268,6,51.760876,-1.261489,68.341285,3.208128,5.256662,7.305551,5735872.561396,619980.334366,-68.341285,30U
1447151600013146,6,51.760879,-1.261499,68.029078,3.205523,5.244585,7.298582,5735872.964707,619979.627779,-68.029078,30U
1447151600213355,6,51.760885,-1.261502,68.154704,3.206047,5.246646,7.301145,5735873.532231,619979.406689,-68.154704,30U
1447151600413326,6,51.760889,-1.261501,68.437782,3.205446,5.241608,7.297647,5735874.078940,619979.415531,-68.437782,30U
1447151600613533,6,51.760892,-1.261508,68.371606,3.198467,5.223106,7.283520,5735874.376961,619978.956723,-68.371606,30U
1447151600813158,7,51.760893,-1.261521,68.021813,3.195155,5.213831,7.278268,5735874.417153,619978.024594,-68.021813,30U
1447151601013183,6,51.760895,-1.261520,69.546171,4.592014,6.550613,10.977277,5735874.636229,619978.147979,-69.546171,30U
1447151601213200,7,51.760898,-1.261521,68.580237,3.184086,4.967564,7.125278,5735874.976474,619978.013527,-68.580237,30U
1447151601413154,7,51.760899,-1.261532,68.459328,3.182313,4.961667,7.120530,5735875.048454,619977.289687,-68.459328,30U
1447151601613360,7,51.760898,-1.261541,67.750940,3.168107,4.629871,6.907531,5735874.978986,619976.683958,-67.750940,30U
1447151601813566,7,51.760899,-1.261538,66.723565,3.129369,3.398530,6.197527,5735875.033986,619976.868085,-66.723565,30U
1447151602013273,8,51.760897,-1.261554,67.087904,2.999542,3.196901,6.173012,5735874.832036,619975.751042,-67.087904,30U
1447151602213252,8,51.760900,-1.261550,66.972768,3.000043,3.195270,6.167141,5735875.196389,619976.014182,-66.972768,30U
1447151602413190,8,51.760900,-1.261563,67.901936,2.999274,3.216991,6.173532,5735875.148718,619975.134843,-67.901936,30U
1447151602613217,8,51.760899,-1.261557,66.822383,2.997281,3.224708,6.176534,5735875.032690,619975.554359,-66.822383,30U
1447151602813211,8,51.760895,-1.261566,66.594640,2.818543,2.952419,6.170430,5735874.608593,619974.928899,-66.594640,30U
1447151603013189,8,51.760890,-1.261579,66.150971,2.155385,1.874576,6.152765,5735874.063030,619974.085458,-66.150971,30U
1447151603213392,8,51.760893,-1.261579,66.480706,2.147396,1.868619,6.121385,5735874.332414,619974.068628,-66.480706,30U
1447151603413422,8,51.760885,-1.261588,65.721216,2.145538,1.866148,6.112172,5735873.427672,619973.464507,-65.721216,30U
1447151603613535,8,51.760885,-1.261582,64.936738,2.167432,1.890576,6.151948,5735873.401108,619973.846991,-64.936738,30U
1447151603813459,7,51.760890,-1.261591,65.601808,2.336325,1.921136,7.471330,5735874.020221,619973.238406,-65.601808,30U
1447151604013516,7,51.760891,-1.261586,65.663675,2.339108,1.925260,7.495535,5735874.143116,619973.540836,-65.663675,30U
1447151604213509,7,51.760895,-1.261592,68.217526,2.420582,2.089281,6.920609,5735874.558356,619973.121868,-68.217526,30U
1447151604413192,8,51.760898,-1.261598,68.948936,2.190391,1.893774,6.257915,5735874.860141,619972.701330,-68.948936,30U
1447151604613138,8,51.760898,-1.261597,68.027270,2.185235,1.890346,6.221414,5735874.861993,619972.825284,-68.027270,30U
1447151604813127,7,51.760898,-1.261599,66.574919,2.324908,1.901245,7.473944,5735874.810308,619972.632774,-66.574919,30U
1447151605013327,8,51.760893,-1.261608,69.193012,2.469801,1.953280,8.164935,5735874.269734,619972.024437,-69.193012,30U
1447151605213526,8,51.760892,-1.261611,69.074172,2.452534,1.940141,8.143320,5735874.219793,619971.878686,-69.074172,30U
1447151605413725,8,51.760895,-1.261610,69.233554,2.445668,1.936535,8.128342,5735874.563179,619971.918692,-69.233554,30U
1447151605613419,7,51.760895,-1.261606,68.237702,2.460232,1.947494,8.139910,5735874.526377,619972.155456,-68.237702,30U
1447151605813347,7,51.760892,-1.261595,66.451393,2.176821,1.885458,6.092210,5735874.194529,619972.960979,-66.451393,30U
1447151606013222,7,51.760893,-1.261606,68.236437,2.469650,1.954973,8.123593,5735874.342211,619972.184415,-68.236437,30U
1447151606213357,7,51.760891,-1.261609,69.168344,2.453230,1.942593,8.093548,5735874.060644,619971.978730,-69.168344,30U
1447151606413337,7,51.760892,-1.261608,69.246332,2.457581,1.945701,8.101994,5735874.194543,619972.066581,-69.246332,30U
1447151606613318,7,51.760891,-1.261604,68.817409,2.443950,1.934384,8.065930,5735874.068642,619972.307719,-68.817409,30U
1447151606813258,7,51.760892,-1.261605,69.135889,2.450421,1.939686,8.075020,5735874.229900,619972.262363,-69.135889,30U
1447151607013307,7,51.760891,-1.261596,66.661991,2.181909,1.878079,6.100286,5735874.121205,619972.894138,-66.661991,30U
1447151607213291,7,51.760892,-1.261594,66.705489,2.169063,1.867408,6.067981,5735874.185926,619972.988590,-66.705489,30U
1447151607413214,7,51.760888,-1.261591,65.809845,2.161704,1.861345,6.048924,5735873.819464,619973.269701,-65.809845,30U
1447151607613263,7,51.760888,-1.261591,65.763898,2.162346,1.859119,6.053450,5735873.778653,619973.216439,-65.763898,30U
1447151607813215,7,51.760890,-1.261593,66.302929,2.167738,1.861750,6.064858,5735874.017964,619973.119300,-66.302929,30U
1447151608013216,7,51.760890,-1.261595,66.451991,2.157871,1.853331,6.039875,5735874.011662,619972.944301,-66.451991,30U
1447151608213410,7,51.760891,-1.261595,66.465103,2.157689,1.852764,6.035136,5735874.087385,619972.925767,-66.465103,30U
1447151608413204,7,51.760891,-1.261598,66.716287,2.162048,1.854526,6.043547,5735874.085520,619972.741512,-66.716287,30U
1447151608613279,7,51.760889,-1.261597,66.367051,2.164274,1.853880,6.049921,5735873.888334,619972.811359,-66.367051,30U
1447151608813121,7,51.760890,-1.261597,66.438364,2.172832,1.858258,6.070920,5735873.925734,619972.811510,-66.438364,30U
1447151609013149,7,51.760890,-1.261597,66.576777,2.167748,1.853571,6.057395,5735874.031687,619972.843829,-66.576777,30U
1447151609213341,7,51.760888,-1.261598,66.393195,2.153109,1.842548,6.021547,5735873.807274,619972.742037,-66.393195,30U
1447151609413246,7,51.760884,-1.261592,65.106355,2.153006,1.842078,6.017555,5735873.334493,619973.176139,-65.106355,30U
1447151609613236,7,51.760883,-1.261592,64.937103,2.153513,1.840308,6.019068,5735873.252063,619973.196819,-64.937103,30U
1447151609813180,7,51.760885,-1.261594,65.410878,2.157759,1.842807,6.026423,5735873.375242,619973.048369,-65.410878,30U
1447151610012871,7,51.760885,-1.261595,65.614376,2.166780,1.846794,6.049710,5735873.458979,619972.946714,-65.614376,30U
1447151610213061,7,51.760885,-1.261595,65.656504,2.156550,1.839094,6.023870,5735873.455113,619972.941640,-65.656504,30U
1447151610413137,7,51.760885,-1.261596,65.713182,2.143744,1.829782,5.993916,5735873.436772,619972.870100,-65.713182,30U
1447151610613304,7,51.760886,-1.261595,65.687185,2.143604,1.829283,5.989648,5735873.507020,619972.935162,-65.687185,30U
1447151610812734,7,51.760886,-1.261597,65.926459,2.144300,1.828501,5.990575,5735873.549065,619972.798088,-65.926459,30U
1447151611012821,7,51.760886,-1.261596,65.847479,2.137883,1.823531,5.976234,5735873.567833,619972.886112,-65.847479,30U
1447151611213009,7,51.760887,-1.261595,66.016104,2.132100,1.818619,5.964393,5735873.669499,619972.937206,-66.016104,30U
1447151611412806,7,51.760887,-1.261594,65.899311,2.147217,1.826846,5.997952,5735873.662890,619973.027518,-65.899311,30U
1447151611612994,7,51.760886,-1.261596,65.844962,2.144572,1.824060,5.989143,5735873.567141,619972.915434,-65.844962,30U
1447151611813103,7,51.760887,-1.261597,66.094974,2.144524,1.823889,5.987462,5735873.687851,619972.836408,-66.094974,30U
1447151612013073,7,51.760887,-1.261596,65.972446,2.141982,1.821214,5.981190,5735873.642571,619972.867163,-65.972446,30U
1447151612213064,7,51.760887,-1.261597,65.983601,2.149669,1.825423,5.997636,5735873.602478,619972.799012,-65.983601,30U
1447151612413142,7,51.760887,-1.261597,66.025706,2.143736,1.820601,5.985388,5735873.601306,619972.837735,-66.025706,30U
1447151612613051,7,51.760887,-1.261599,66.217164,2.156217,1.826808,6.012624,5735873.629804,619972.699111,-66.217164,30U
1447151612813144,7,51.760887,-1.261598,66.165706,2.161735,1.829152,6.026329,5735873.614909,619972.743252,-66.165706,30U
1447151613013101,7,51.760887,-1.261597,66.119123,2.161566,1.828879,6.023239,5735873.593488,619972.814052,-66.119123,30U
1447151613213286,7,51.760885,-1.261597,65.779621,2.142855,1.816776,5.979433,5735873.425654,619972.864486,-65.779621,30U
1447151613413105,7,51.760886,-1.261596,65.950440,2.133489,1.810450,5.957814,5735873.515663,619972.885993,-65.950440,30U
1447151613613112,7,51.760886,-1.261596,66.080487,2.133516,1.810461,5.957912,5735873.577313,619972.863715,-66.080487,30U
1447151613813038,7,51.760886,-1.261596,65.857734,2.126574,1.804582,5.943285,5735873.493916,619972.900808,-65.857734,30U
1447151614013085,7,51.760885,-1.261596,65.830594,2.142446,1.813313,5.978629,5735873.459054,619972.900038,-65.830594,30U
1447151614213047,7,51.760886,-1.261596,65.921497,2.142415,1.813150,5.976957,5735873.480047,619972.878666,-65.921497,30U
1447151614412999,7,51.760885,-1.261596,65.839591,2.144017,1.813176,5.979861,5735873.441063,619972.933389,-65.839591,30U
1447151614613023,7,51.760885,-1.261595,65.746131,2.144046,1.813186,5.979966,5735873.444341,619973.001583,-65.746131,30U
1447151614813063,7,51.760885,-1.261594,65.769938,2.119180,1.797217,5.924786,5735873.427938,619973.016236,-65.769938,30U
1447151615012998,7,51.760885,-1.261595,65.796647,2.123505,1.798975,5.934647,5735873.442986,619972.994896,-65.796647,30U
1447151615212985,7,51.760885,-1.261594,65.750369,2.146041,1.811416,5.985367,5735873.423815,619973.017820,-65.750369,30U
1447151615412932,7,51.760885,-1.261593,65.691280,2.146111,1.811381,5.984484,5735873.414496,619973.076458,-65.691280,30U
1447151615613082,7,51.760885,-1.261594,65.763706,2.136600,1.804767,5.964236,5735873.462570,619973.035981,-65.763706,30U
1447151615813117,7,51.760885,-1.261594,65.820472,2.137368,1.805001,5.964906,5735873.482118,619973.062877,-65.820472,30U
1447151616013109,7,51.760885,-1.261593,65.572356,2.115741,1.792011,5.917153,5735873.407781,619973.081501,-65.572356,30U
1447151616213047,7,51.760885,-1.261595,65.562353,2.129713,1.799469,5.949254,5735873.399169,619972.983547,-65.562353,30U
1447151616413064,7,51.760884,-1.261594,65.408053,2.110941,1.788213,5.906440,5735873.329189,619973.054424,-65.408053,30U
1447151616612903,7,51.760883,-1.261593,65.121494,2.110932,1.788198,5.905530,5735873.228474,619973.136828,-65.121494,30U
1447151616812959,7,51.760883,-1.261593,65.012929,2.119285,1.792652,5.924662,5735873.172523,619973.147065,-65.012929,30U
1447151617012984,7,51.760882,-1.261593,64.922251,2.111758,1.787820,5.908220,5735873.124208,619973.109262,-64.922251,30U
1447151617212971,7,51.760883,-1.261594,65.136711,2.124285,1.794488,5.937304,5735873.174794,619973.052231,-65.136711,30U
1447151617413112,7,51.760883,-1.261594,65.209960,2.124299,1.794133,5.937230,5735873.203523,619973.059245,-65.209960,30U
1447151617613090,7,51.760883,-1.261594,65.112359,2.124325,1.794145,5.937328,5735873.221237,619973.054531,-65.112359,30U
1447151617813075,7,51.760883,-1.261594,65.138820,2.130777,1.797328,5.951427,5735873.251795,619973.014421,-65.138820,30U
1447151618013041,7,51.760883,-1.261594,65.109808,2.125984,1.794202,5.942033,5735873.243969,619973.015033,-65.109808,30U
1447151618213104,7,51.760883,-1.261595,65.216539,2.114172,1.787146,5.916444,5735873.251810,619972.955290,-65.216539,30U
1447151618413118,7,51.760883,-1.261596,65.249723,2.108735,1.783587,5.905090,5735873.249364,619972.918107,-65.249723,30U
1447151618613295,7,51.760883,-1.261597,65.381596,2.108759,1.783601,5.905180,5735873.244170,619972.808204,-65.381596,30U
1447151618812990,7,51.760884,-1.261599,65.642929,2.121089,1.790090,5.940273,5735873.304595,619972.713255,-65.642929,30U
1447151619012975,7,51.760884,-1.261617,75.772902,2.971771,2.301656,9.270608,5735873.247433,619971.451748,-75.772902,30U
1447151619212985,7,51.760883,-1.261619,75.725081,2.971145,2.300800,9.268744,5735873.170462,619971.291928,-75.725081,30U
1447151619413161,7,51.760882,-1.261622,75.798206,2.970998,2.300823,9.268310,5735873.092413,619971.136653,-75.798206,30U
1447151619613336,6,51.760882,-1.261624,75.664267,2.970919,2.301059,9.268848,5735873.056291,619970.994500,-75.664267,30U
1447151619813480,7,51.760881,-1.261609,64.969725,2.465189,1.946650,7.941689,5735872.931440,619972.048487,-64.969725,30U
1447151620012929,7,51.760880,-1.261611,64.656629,2.460921,1.944221,7.935079,5735872.884969,619971.844903,-64.656629,30U
1447151620213104,7,51.760879,-1.261616,64.968960,2.460856,1.944296,7.934054,5735872.715745,619971.546159,-64.968960,30U
1447151620412862,7,51.760880,-1.261617,63.445325,2.435020,1.906273,7.278647,5735872.793194,619971.433149,-63.445325,30U
1447151620613035,7,51.760879,-1.261623,63.731714,2.426172,1.896209,7.105629,5735872.661867,619971.060562,-63.731714,30U
1447151620813209,7,51.760876,-1.261630,64.681654,2.422774,1.896193,7.118908,5735872.395343,619970.584746,-64.681654,30U
