[-0.95405293  0.27417454  0.12087732  1.72248156],[ -0.28125787  -0.95854229  -0.04572408 -25.37123208],[ 0.10332965 -0.07762089  0.99161383 -1.11355063],[0. 0. 0. 1.]
[-0.95363166  0.27486367  0.12262393 -0.28973806],[ -0.28173787  -0.95855284  -0.04242897 -25.95240961],[ 0.10587933 -0.07500941  0.99154584 -1.00225269],[0. 0. 0. 1.]
[-0.95375655  0.27684117  0.11707867 -2.23342811],[ -0.28315807  -0.95819835  -0.04095632 -26.50964191],[ 0.1008462  -0.07221413  0.99227777 -0.90068085],[0. 0. 0. 1.]
[-0.95404537  0.27818173  0.11141079 -4.44165798],[ -0.28366839  -0.95822578  -0.03654595 -27.15306799],[ 0.09659027 -0.06647021  0.99310223 -0.80050086],[0. 0. 0. 1.]
[-0.95338111  0.27330003  0.12795134 -6.66198115],[ -0.27971416  -0.95945146  -0.03482639 -27.77647942],[ 0.11324505 -0.06899262  0.99116879 -0.67276702],[0. 0. 0. 1.]
[-0.95546026  0.27169345  0.11523176 -8.86767521],[ -0.2781247   -0.95955131  -0.0436798  -28.39165127],[ 0.09870327 -0.07378311  0.99237781 -0.55548747],[0. 0. 0. 1.]
[ -0.95476118   0.27427886   0.11490083 -10.82691438],[ -0.27999161  -0.95930348  -0.03662689 -28.95279663],[ 0.10017878 -0.0671412   0.9927015  -0.46102072],[0. 0. 0. 1.]
[ -0.95338137   0.27791582   0.11758722 -12.82595348],[ -0.28362263  -0.95831086  -0.03461928 -29.52700318],[ 0.10306386 -0.06635577  0.99245894 -0.3511718 ],[0. 0. 0. 1.]
[ -0.95133687   0.28274343   0.1225329  -14.8805566 ],[ -0.28852409  -0.95693931  -0.03195312 -30.13261777],[ 0.10822201 -0.06575187  0.99194994 -0.23420921],[0. 0. 0. 1.]
[ -0.95025388   0.28964838   0.11454861 -16.98104649],[ -0.29494502  -0.95497849  -0.03199234 -30.76409204],[ 0.10012493 -0.06418639  0.99290237 -0.11928335],[0. 0. 0. 1.]
[ -0.94921111   0.29310207   0.11440914 -19.12970283],[-2.97842564e-01 -9.54249248e-01 -2.64231033e-02 -3.14306219e+01],[ 0.10143017 -0.05915702  0.99308226 -0.00415958],[0. 0. 0. 1.]
[ -0.94798162   0.29541148   0.1185871  -21.29950738],[-2.99599958e-01 -9.53879879e-01 -1.87894179e-02 -3.21059631e+01],[ 0.10756724 -0.05334071  0.99276586  0.11149355],[0. 0. 0. 1.]
[ -0.9479084    0.29486969   0.12050535 -23.42290152],[-2.99283906e-01 -9.53956058e-01 -1.99244215e-02 -3.27546251e+01],[ 0.1090817  -0.05495184  0.99251271  0.23629282],[0. 0. 0. 1.]
[ -0.94855214   0.29422058   0.11697474 -25.49382241],[-2.98852915e-01 -9.54000888e-01 -2.38587659e-02 -3.33834438e+01],[ 0.10457427 -0.05758953  0.99284826  0.34092782],[0. 0. 0. 1.]
[ -0.94789665   0.29586484   0.11813524 -27.5165359 ],[-3.00274139e-01 -9.53620789e-01 -2.10435809e-02 -3.40091452e+01],[ 0.10643016 -0.0554201   0.99277451  0.44827927],[0. 0. 0. 1.]
[ -0.9466568    0.30141956   0.11396122 -29.48183969],[-3.06068135e-01 -9.51672043e-01 -2.53499376e-02 -3.46265543e+01],[ 0.10081274 -0.05887759  0.99316173  0.54688212],[0. 0. 0. 1.]
[ -0.94477319   0.30708195   0.11447398 -31.39028095],[-3.11266809e-01 -9.50107226e-01 -2.02295269e-02 -3.52490230e+01],[ 0.10255044 -0.05474427  0.99322025  0.6406216 ],[0. 0. 0. 1.]
[ -0.94283193   0.31136925   0.1188156  -33.52045251],[-3.15649963e-01 -9.48693223e-01 -1.86083414e-02 -3.59505320e+01],[ 0.10692549 -0.05504868  0.99274195  0.7492751 ],[0. 0. 0. 1.]
[ -0.9412922    0.31525652   0.12075724 -35.52401713],[-3.19827026e-01 -9.47264075e-01 -2.00361169e-02 -3.66147602e+01],[ 0.10807248 -0.05748127  0.99247985  0.85849944],[0. 0. 0. 1.]
[ -0.94068431   0.31843537   0.11709801 -37.45386114],[-3.23093454e-01 -9.46094609e-01 -2.27070750e-02 -3.72606846e+01],[ 0.10355506 -0.05919379  0.99286074  0.95421364],[0. 0. 0. 1.]
[ -0.93981481   0.32048531   0.11847905 -39.58544907],[-3.24709473e-01 -9.45647616e-01 -1.77297598e-02 -3.79868867e+01],[ 0.1063573  -0.05513396  0.99279825  1.06620612],[0. 0. 0. 1.]
[ -0.93920991   0.32218984   0.11865268 -41.63964159],[-3.25837670e-01 -9.45346877e-01 -1.22104764e-02 -3.86834763e+01],[ 0.10823385 -0.05012971  0.99286074  1.17633956],[0. 0. 0. 1.]
[ -0.93784175   0.3265261    0.11761617 -43.61976833],[-3.29454254e-01 -9.44153567e-01 -5.82550340e-03 -3.93809247e+01],[ 0.10914555 -0.04421255  0.99304204  1.28767806],[0. 0. 0. 1.]
[ -0.9362817    0.33147397   0.11619635 -45.53348351],[-3.34309148e-01 -9.42448836e-01 -5.25218348e-03 -4.00581441e+01],[ 0.10776815 -0.04376303  0.99321238  1.39929864],[0. 0. 0. 1.]
[ -0.93641021   0.33099913   0.1165139  -47.46628116],[-3.33490939e-01 -9.42751156e-01 -2.01266992e-03 -4.07406398e+01],[ 0.10917742 -0.04074102  0.99318702  1.50208094],[0. 0. 0. 1.]
[ -0.93614837   0.33062478   0.11963898 -49.44454006],[-3.33763856e-01 -9.42633323e-01 -6.64127688e-03 -4.14264971e+01],[ 0.11057991 -0.04614839  0.99279525  1.62167786],[0. 0. 0. 1.]
[ -0.93477752   0.33331472   0.12285069 -51.36815966],[-3.36032914e-01 -9.41849054e-01 -1.49658247e-03 -4.21151065e+01],[ 0.11520797 -0.04268085  0.99242404  1.73062429],[0. 0. 0. 1.]
[ -0.93600579   0.33187      0.11728369 -53.45430628],[-3.33554839e-01 -9.42714439e-01  5.53682640e-03 -4.28604859e+01],[ 0.11240253 -0.03393804  0.99308302  1.84876047],[0. 0. 0. 1.]
[ -0.93700374   0.33032748   0.11361224 -55.50655411],[-3.32128823e-01 -9.43228463e-01  3.24198339e-03 -4.35766065e+01],[ 0.10823321 -0.03469615  0.99351988  1.96975759],[0. 0. 0. 1.]
[ -0.93397849   0.33929634   0.11208112 -57.60471675],[-3.41249536e-01 -9.39970892e-01  1.86430580e-03 -4.43372318e+01],[ 0.10598555 -0.03650641  0.99369731  2.0919438 ],[0. 0. 0. 1.]
[ -0.92959225   0.34741848   0.12312046 -59.49359951],[-3.47670091e-01 -9.37400729e-01  2.01340950e-02 -4.50628350e+01],[ 0.12240817 -0.0240888   0.99218747  2.21928003],[0. 0. 0. 1.]
[ -0.92788784   0.35321582   0.11942676 -61.57962226],[-3.53982028e-01 -9.35124596e-01  1.54503334e-02 -4.58496728e+01],[ 0.1171362  -0.02793875  0.99272279  2.3566301 ],[0. 0. 0. 1.]
[ -0.92729909   0.35481016   0.11927346 -63.67611109],[-3.56319063e-01 -9.34319511e-01  9.15299587e-03 -4.66373009e+01],[ 0.1146871  -0.03401184  0.99281925  2.49291196],[0. 0. 0. 1.]
[ -0.92800719   0.35303158   0.1190435  -65.59004119],[-3.53919839e-01 -9.35166334e-01  1.43064452e-02 -4.73651403e+01],[ 0.1163761  -0.02885537  0.99278596  2.62235161],[0. 0. 0. 1.]
[ -0.92781804   0.35110387   0.1260149  -67.9192303 ],[-3.52341330e-01 -9.35780251e-01  1.30732388e-02 -4.82234267e+01],[ 0.12251232 -0.03227067  0.9919422   2.78440252],[0. 0. 0. 1.]
[ -0.92888007   0.34997026   0.12125442 -69.99598811],[-3.51723346e-01 -9.36075238e-01  7.33737348e-03 -4.89863332e+01],[ 0.11607112 -0.03583247  0.99259434  2.91822393],[0. 0. 0. 1.]
[ -0.92872181   0.35098397   0.11952426 -72.27439913],[-3.52353615e-01 -9.35811605e-01  1.01769073e-02 -4.98407226e+01],[ 0.11542412 -0.03266329  0.99277912  3.05834347],[0. 0. 0. 1.]
[ -0.92522818   0.35996999   0.11989336 -74.58921549],[-3.60959613e-01 -9.32474554e-01  1.41196413e-02 -5.07378355e+01],[ 0.11688015 -0.03021277  0.99268636  3.21287329],[0. 0. 0. 1.]
[ -0.92069408   0.37137559   0.12001078 -76.4736524 ],[-3.72423852e-01 -9.27950811e-01  1.44141114e-02 -5.14908999e+01],[ 0.11671715 -0.03142389  0.99266794  3.34453019],[0. 0. 0. 1.]
[ -0.91482563   0.38504495   0.12179681 -78.43572048],[-3.86376825e-01 -9.22243012e-01  1.34452732e-02 -5.23144692e+01],[ 0.11750329 -0.03475938  0.99246399  3.47568589],[0. 0. 0. 1.]
[ -0.90797967   0.40195964   0.11832739 -80.51176472],[-4.02722785e-01 -9.15135950e-01  1.84540379e-02 -5.32342456e+01],[ 0.11570343 -0.03089725  0.99280314  3.62115821],[0. 0. 0. 1.]
[ -0.90099392   0.41992091   0.10897883 -82.39999836],[-4.19407979e-01 -9.07343806e-01  2.87082623e-02 -5.41277502e+01],[ 0.11093647 -0.01984062  0.99362943  3.75098866],[0. 0. 0. 1.]
[ -0.89296398   0.43783535   0.10447739 -84.73719693],[-4.36847273e-01 -8.98915859e-01  3.33877071e-02 -5.52711330e+01],[ 0.1085347  -0.01582664  0.99396667  3.90624367],[0. 0. 0. 1.]
[ -0.89042955   0.44283687   0.10502727 -86.87114669],[-4.40906855e-01 -8.96559776e-01  4.22103336e-02 -5.63220055e+01],[ 0.11285552 -0.00872192  0.99357313  4.04741171],[0. 0. 0. 1.]
[ -0.89321469   0.43657353   0.10756893 -88.74268815],[-4.33600902e-01 -8.99667776e-01  5.08738639e-02 -5.72293897e+01],[ 1.18986479e-01 -1.20070115e-03  9.92895149e-01  4.18246387e+00],[0. 0. 0. 1.]
[ -0.90250803   0.41826606   0.10262923 -90.70580755],[-4.15426474e-01 -9.08323638e-01  4.86725038e-02 -5.81157990e+01],[1.13578610e-01 1.29242723e-03 9.93528172e-01 4.31901372e+00],[0. 0. 0. 1.]
[ -0.91482658   0.39025887   0.10387657 -92.78222225],[-3.87290822e-01 -9.20697087e-01  4.81943334e-02 -5.89726399e+01],[1.14447125e-01 3.85901357e-03 9.93421846e-01 4.45809924e+00],[0. 0. 0. 1.]
[ -0.92407443   0.36696903   0.10686526 -94.96668363],[-3.65537204e-01 -9.30197074e-01  3.34059171e-02 -5.97854337e+01],[ 0.11166469 -0.00819367  0.99371216  4.6062462 ],[0. 0. 0. 1.]
[ -0.92919409   0.35357703   0.10761801 -97.2291834 ],[-3.52193202e-01 -9.35371707e-01  3.22446782e-02 -6.06262304e+01],[ 0.11206382 -0.00794077  0.99366928  4.75577863],[0. 0. 0. 1.]
[ -0.93240315   0.34470566   0.10863874 -99.55249379],[-3.44247306e-01 -9.38583743e-01  2.35446441e-02 -6.14557583e+01],[ 0.11008253 -0.01544549  0.99380243  4.90678342],[0. 0. 0. 1.]
[  -0.93203509    0.34307857    0.11665198 -101.44363355],[-3.42776046e-01 -9.39128661e-01  2.32795898e-02 -6.21359738e+01],[ 0.11753795 -0.01828811  0.99289998  5.03521254],[0. 0. 0. 1.]
[  -0.93200731    0.34259714    0.1182775  -103.35541655],[-3.43168886e-01 -9.39135027e-01  1.61405448e-02 -6.28184614e+01],[ 0.11660825 -0.02554605  0.99284939  5.16690243],[0. 0. 0. 1.]
[  -0.93235533    0.34274913    0.11505031 -105.28451269],[-3.44217704e-01 -9.38860087e-01  7.47728369e-03 -6.35061968e+01],[ 0.11057898 -0.03263087  0.99333152  5.29034432],[0. 0. 0. 1.]
[  -0.93147697    0.34109817    0.12650174 -107.23946012],[-3.44356766e-01 -9.38829612e-01 -4.16862803e-03 -6.41930934e+01],[ 0.11734166 -0.04744471  0.99195763  5.42745094],[0. 0. 0. 1.]
[  -0.93061256    0.34299572    0.12772704 -109.19986793],[-3.47010135e-01 -9.37808873e-01 -9.92394253e-03 -6.48968840e+01],[ 0.11637968 -0.05355792  0.99175971  5.55672322],[0. 0. 0. 1.]
[  -0.92930973    0.34541362    0.13066313 -111.16006365],[-3.49925182e-01 -9.36693333e-01 -1.25684909e-02 -6.56148325e+01],[ 0.11804995 -0.05740234  0.99134715  5.69361595],[0. 0. 0. 1.]
[  -0.92745812    0.34872756    0.13494633 -113.10550408],[-3.53136863e-01 -9.35523837e-01 -9.46082488e-03 -6.63389580e+01],[ 0.12294626 -0.05642904  0.99080774  5.83275048],[0. 0. 0. 1.]
[  -0.92625236    0.35174645    0.13539203 -115.04790128],[-3.56441719e-01 -9.34248649e-01 -1.13473601e-02 -6.70652999e+01],[ 0.12249843 -0.05876989  0.99072712  5.97564007],[0. 0. 0. 1.]
[  -0.92612155    0.35340773    0.1319161  -116.9993085 ],[-3.58425232e-01 -9.33427191e-01 -1.56535085e-02 -6.77987095e+01],[ 0.117602   -0.06177911  0.99113728  6.11520064],[0. 0. 0. 1.]
[  -0.92427367    0.35669721    0.13596056 -118.97609801],[-3.62303576e-01 -9.31883450e-01 -1.81481019e-02 -6.85481317e+01],[ 0.12022602 -0.06603281  0.99054802  6.25574249],[0. 0. 0. 1.]
[  -0.92237821    0.3611405     0.13709843 -120.93744473],[-3.67172929e-01 -9.29922033e-01 -2.07135980e-02 -6.93062462e+01],[ 0.12001033 -0.0694446   0.99034083  6.39277276],[0. 0. 0. 1.]
[  -0.92182745    0.36413516    0.13281465 -122.91049419],[-3.69960765e-01 -9.28802967e-01 -2.13091870e-02 -7.00850621e+01],[ 0.11559922 -0.0687796   0.9909118   6.52901244],[0. 0. 0. 1.]
[  -0.92228987    0.36318189    0.1322131  -124.91225467],[-3.68901441e-01 -9.29235315e-01 -2.08196229e-02 -7.08690146e+01],[ 0.11529577 -0.06797533  0.99100264  6.66602153],[0. 0. 0. 1.]
[  -0.92290008    0.36233694    0.13025889 -126.9320651 ],[-3.68153759e-01 -9.29482820e-01 -2.29018944e-02 -7.16535112e+01],[ 0.1127752  -0.06909146  0.99121548  6.79919897],[0. 0. 0. 1.]
[  -0.92321302    0.36025448    0.13377002 -128.96563409],[-3.66180300e-01 -9.30287477e-01 -2.18448652e-02 -7.24421945e+01],[ 0.11657486 -0.06915141  0.99077161  6.94008081],[0. 0. 0. 1.]
[-9.23947228e-01  3.59459697e-01  1.30806136e-01 -1.31006016e+02],[-3.65305827e-01 -9.30603309e-01 -2.30029125e-02 -7.32340173e+01],[ 0.11346    -0.06903772  0.99114107  7.07653805],[0. 0. 0. 1.]
[  -0.92321566    0.35610353    0.14444076 -133.07599782],[-3.63432099e-01 -9.31226701e-01 -2.70913274e-02 -7.40127750e+01],[ 0.12485978 -0.07750555  0.98914252  7.23259548],[0. 0. 0. 1.]
[  -0.92464034    0.35238775    0.14444073 -135.1624402 ],[-3.60347606e-01 -9.32256106e-01 -3.23752344e-02 -7.47888021e+01],[ 0.12324711 -0.08198432  0.98898368  7.39116101],[0. 0. 0. 1.]
[  -0.92733464    0.34619298    0.14212983 -137.25122751],[-3.54427840e-01 -9.34366808e-01 -3.66001991e-02 -7.55621309e+01],[ 0.12013066 -0.0843154   0.98917114  7.5461183 ],[0. 0. 0. 1.]
[-9.29780215e-01  3.41122784e-01  1.38361835e-01 -1.39360802e+02],[-3.49080260e-01 -9.36351265e-01 -3.72730564e-02 -7.63310729e+01],[ 0.11684059 -0.08295514  0.98968011  7.69400133],[0. 0. 0. 1.]
[  -0.9307765     0.33672875    0.14236874 -141.47131546],[-3.44812762e-01 -9.37988815e-01 -3.57930478e-02 -7.70893102e+01],[ 0.12148774 -0.08240589  0.98916632  7.84185204],[0. 0. 0. 1.]
[  -0.93157272    0.33048594    0.15149691 -143.57133408],[-3.40548100e-01 -9.39131081e-01 -4.53850591e-02 -7.78148326e+01],[ 0.12727634 -0.09387147  0.98741525  8.00131461],[0. 0. 0. 1.]
[-9.34803095e-01  3.28068345e-01  1.36067391e-01 -1.45629693e+02],[-3.36096424e-01 -9.40965113e-01 -4.02970225e-02 -7.85500146e+01],[ 0.11481449 -0.08340154  0.9898797   8.13959901],[0. 0. 0. 1.]
[-9.36112358e-01  3.23857774e-01  1.37148807e-01 -1.47716641e+02],[-3.31884685e-01 -9.42482249e-01 -3.97462594e-02 -7.92698285e+01],[ 0.11638818 -0.08272455  0.98975272  8.27722216],[0. 0. 0. 1.]
[-9.36439033e-01  3.21343064e-01  1.40785554e-01 -1.49819960e+02],[-3.29041636e-01 -9.43678250e-01 -3.46837472e-02 -7.99938979e+01],[ 0.12171088 -0.07880352  0.9894324   8.42046298],[0. 0. 0. 1.]
[-9.37757949e-01  3.18852578e-01  1.37633798e-01 -1.51930690e+02],[-3.26424732e-01 -9.44542131e-01 -3.58755874e-02 -8.07004187e+01],[ 0.1185619  -0.07856969  0.98983326  8.5691782 ],[0. 0. 0. 1.]
[-9.38549554e-01  3.16856462e-01  1.36845597e-01 -1.54053755e+02],[-3.24559227e-01 -9.45116827e-01 -3.76230119e-02 -8.14130599e+01],[ 0.11741398 -0.07972556  0.98987766  8.71240445],[0. 0. 0. 1.]
[-9.38766572e-01  3.15766103e-01  1.37873461e-01 -1.56186347e+02],[-3.23462239e-01 -9.45519946e-01 -3.69352296e-02 -8.21254870e+01],[ 0.11869921 -0.07927042  0.98976093  8.85347982],[0. 0. 0. 1.]
[-9.38800442e-01  3.15227506e-01  1.38871699e-01 -1.58344930e+02],[-3.22445381e-01 -9.46034302e-01 -3.23740034e-02 -8.28474730e+01],[ 0.12117221 -0.07517127  0.98978107  9.00556454],[0. 0. 0. 1.]
[-9.39035294e-01  3.15344052e-01  1.37006733e-01 -1.60517023e+02],[-3.22071383e-01 -9.46256002e-01 -2.94890208e-02 -8.35740235e+01],[ 0.12034426 -0.07181718  0.99013108  9.15523252],[0. 0. 0. 1.]
[-9.39072016e-01  3.13765293e-01  1.40339197e-01 -1.62721264e+02],[-3.20154523e-01 -9.47036849e-01 -2.49456903e-02 -8.43058771e+01],[ 0.1250793  -0.06835603  0.98978918  9.31581166],[0. 0. 0. 1.]
[-9.39356562e-01  3.10760717e-01  1.45041463e-01 -1.64931569e+02],[-3.17916756e-01 -9.47690488e-01 -2.84898947e-02 -8.50243515e+01],[ 0.12860087 -0.07287328  0.98901532  9.48157972],[0. 0. 0. 1.]
[-9.42770345e-01  3.05794544e-01  1.32942747e-01 -1.67127339e+02],[-3.12291611e-01 -9.49492982e-01 -3.06108901e-02 -8.57354553e+01],[ 0.11686756 -0.07037594  0.9906509   9.63325734],[0. 0. 0. 1.]
[-9.44297435e-01  2.97354552e-01  1.41005760e-01 -1.69322470e+02],[-3.04976848e-01 -9.51700341e-01 -3.54342070e-02 -8.64122974e+01],[ 0.12365871 -0.07646392  0.98937445  9.77982635],[0. 0. 0. 1.]
[-9.47845657e-01  2.85946368e-01  1.40795192e-01 -1.71498466e+02],[-2.93351306e-01 -9.55380248e-01 -3.45484102e-02 -8.70644988e+01],[ 0.12463395 -0.07404901  0.98943576  9.93131069],[0. 0. 0. 1.]
[-9.53114163e-01  2.72894292e-01  1.30774985e-01 -1.73690864e+02],[-2.80354090e-01 -9.58970917e-01 -4.21469329e-02 -8.76777386e+01],[ 0.11390775 -0.07683414  0.99051579 10.07620095],[0. 0. 0. 1.]
[-9.56681119e-01  2.61340673e-01  1.28305453e-01 -1.75896234e+02],[-2.68800823e-01 -9.62169807e-01 -4.44452421e-02 -8.82659257e+01],[ 0.11183628 -0.07700854  0.99073828 10.21266383],[0. 0. 0. 1.]
[-9.58544769e-01  2.51487615e-01  1.33962329e-01 -1.78114110e+02],[-2.59371048e-01 -9.64739035e-01 -4.47800691e-02 -8.88399932e+01],[ 0.11797706 -0.07766965  0.98997416 10.35788828],[0. 0. 0. 1.]
[-9.60171743e-01  2.43096811e-01  1.37746740e-01 -1.80351073e+02],[-2.51185117e-01 -9.66916688e-01 -4.44764664e-02 -8.94013212e+01],[ 0.12237753 -0.07730498  0.98946838 10.51498452],[0. 0. 0. 1.]
[-9.61754350e-01  2.37414940e-01  1.36611556e-01 -1.82601570e+02],[-2.45014056e-01 -9.68628716e-01 -4.15514359e-02 -8.99508627e+01],[ 0.12246094 -0.07343403  0.98975288 10.67523827],[0. 0. 0. 1.]
[-9.63395194e-01  2.35013463e-01  1.28989813e-01 -1.84851516e+02],[-2.41492512e-01 -9.69700782e-01 -3.69020322e-02 -9.04964698e+01],[ 0.11640905 -0.06670131  0.99095906 10.82325556],[0. 0. 0. 1.]
[-9.63965319e-01  2.31924715e-01  1.30314202e-01 -1.87128978e+02],[-2.38232540e-01 -9.70581398e-01 -3.48856210e-02 -9.10393582e+01],[ 0.1183897  -0.06467361  0.99085882 10.97037179],[0. 0. 0. 1.]
[-9.63083052e-01  2.29402351e-01  1.40874400e-01 -1.89446266e+02],[-2.35787870e-01 -9.71334645e-01 -3.02173497e-02 -9.15824587e+01],[ 0.12990425 -0.06231829  0.98956623 11.14486804],[0. 0. 0. 1.]
[-9.65026443e-01  2.25366165e-01  1.33918094e-01 -1.91727435e+02],[-2.31927378e-01 -9.72088909e-01 -3.53955399e-02 -9.21080599e+01],[ 0.12220334 -0.0652169   0.99036009 11.3120259 ],[0. 0. 0. 1.]
[-9.65426487e-01  2.21808815e-01  1.36939945e-01 -1.94035495e+02],[-2.28961061e-01 -9.72666120e-01 -3.86969111e-02 -9.26254409e+01],[ 0.12461353 -0.06871294  0.98982322 11.47714963],[0. 0. 0. 1.]
[-9.65968733e-01  2.19826834e-01  1.36310561e-01 -1.96342768e+02],[-2.26500581e-01 -9.73368996e-01 -3.53593652e-02 -9.31430783e+01],[ 0.12490754 -0.06503046  0.99003492 11.63834629],[0. 0. 0. 1.]
[-9.66058933e-01  2.15985168e-01  1.41705838e-01 -1.98664960e+02],[-2.22357816e-01 -9.74484741e-01 -3.06021507e-02 -9.36623502e+01],[ 0.13148057 -0.06107288  0.98943568 11.81814915],[0. 0. 0. 1.]
[-9.67405009e-01  2.12344467e-01  1.37975999e-01 -2.01005299e+02],[-2.19146773e-01 -9.75028995e-01 -3.59604073e-02 -9.41681947e+01],[ 0.12689461 -0.06502527  0.98978254 11.99720472],[0. 0. 0. 1.]
[-9.67779916e-01  2.08551331e-01  1.41097046e-01 -2.03360902e+02],[-2.15815811e-01 -9.75689058e-01 -3.81365626e-02 -9.46675349e+01],[ 0.12971341 -0.06735877  0.98926095 12.17921458],[0. 0. 0. 1.]
[-9.68796680e-01  2.05119537e-01  1.39136509e-01 -2.05712665e+02],[-2.11730238e-01 -9.76724587e-01 -3.43422195e-02 -9.51699557e+01],[ 0.12885379 -0.06273003  0.98967755 12.35630596],[0. 0. 0. 1.]
[-9.68291014e-01  2.07582291e-01  1.39003972e-01 -2.08074147e+02],[-2.14300312e-01 -9.76137704e-01 -3.50793248e-02 -9.56738587e+01],[ 0.12840517 -0.06375559  0.98967032 12.53436239],[0. 0. 0. 1.]
[-9.68193735e-01  2.09097815e-01  1.37400856e-01 -2.10446929e+02],[-2.15626109e-01 -9.75872858e-01 -3.43154053e-02 -9.61903223e+01],[ 0.12691049 -0.06285117  0.98992094 12.70885229],[0. 0. 0. 1.]
[-9.67326135e-01  2.11696733e-01  1.39515740e-01 -2.12867864e+02],[-2.18836179e-01 -9.75028650e-01 -3.78134783e-02 -9.67029346e+01],[ 0.12802685 -0.06710906  0.9894976  12.90059993],[0. 0. 0. 1.]
[-9.66652731e-01  2.13902709e-01  1.40812390e-01 -2.15267636e+02],[-2.21318972e-01 -9.74416610e-01 -3.91175529e-02 -9.72258295e+01],[ 0.12884258 -0.06897754  0.9892632  13.08425297],[0. 0. 0. 1.]
[-9.65255134e-01  2.16260136e-01  1.46676784e-01 -2.17694190e+02],[-2.24389766e-01 -9.73630210e-01 -4.11515134e-02 -9.77564376e+01],[ 0.13390952 -0.07263448  0.98832812 13.28093951],[0. 0. 0. 1.]
[-9.62808450e-01  2.24803803e-01  1.49877081e-01 -2.20723216e+02],[-2.33625445e-01 -9.71336066e-01 -4.38793642e-02 -9.84357483e+01],[ 0.13571677 -0.07726252  0.98773046 13.53197208],[0. 0. 0. 1.]
[-9.59658360e-01  2.35220951e-01  1.54035502e-01 -2.23715471e+02],[-2.44307060e-01 -9.68756727e-01 -4.27137467e-02 -9.91574271e+01],[ 0.13917576 -0.07862256  0.98714163 13.78364803],[0. 0. 0. 1.]
[-9.56499259e-01  2.43496607e-01  1.60681582e-01 -2.26084071e+02],[-2.53006300e-01 -9.66581400e-01 -4.13304811e-02 -9.97524091e+01],[ 0.145248   -0.08018603  0.98614057 13.99395641],[0. 0. 0. 1.]
