(51.758904, -1.259977) 
(51.758937, -1.259977) 
(51.758953, -1.25998) 
(51.758969, -1.25998) 
(51.758985, -1.259984) 
(51.759017, -1.259981) 
(51.759031, -1.259981) 
(51.759033, -1.259942) 
(51.759052, -1.259944) 
(51.759083, -1.259953) 
(51.759097, -1.259951) 
(51.759097, -1.259951) 
(51.759147, -1.260001) 
(51.759178, -1.259997) 
(51.759198, -1.259999) 
(51.759218, -1.260003) 
(51.759218, -1.260003) 
(51.759238, -1.260002) 
(51.759261, -1.260016) 
(51.759281, -1.260021) 
(51.759301, -1.260025) 
(51.75932, -1.260024) 
(51.759331, -1.259985) 
(51.759361, -1.260028) 
(51.759379, -1.260035) 
(51.759398, -1.260034) 
(51.759421, -1.26004) 
(51.759445, -1.26005) 
(51.759468, -1.26008) 
(51.75949, -1.260069) 
(51.759506, -1.260064) 
(51.759523, -1.260072) 
(51.759523, -1.260072) 
(51.759542, -1.260076) 
(51.759567, -1.260079) 
(51.759589, -1.260093) 
(51.759613, -1.260088) 
(51.759625, -1.260097) 
(51.759647, -1.260104) 
(51.759693, -1.260091) 
(51.759707, -1.260089) 
(51.75972, -1.260096) 
(51.759757, -1.260088) 
(51.759778, -1.260092) 
(51.759803, -1.260095) 
(51.759816, -1.260108) 
(51.759852, -1.260103) 
(51.759879, -1.260101) 
(51.759879, -1.260101) 
(51.759885, -1.260112) 
(51.759908, -1.260111) 
(51.759927, -1.260117) 
(51.75995, -1.260117) 
(51.759974, -1.260118) 
(51.76, -1.260118) 
(51.760024, -1.26013) 
(51.760046, -1.260125) 
(51.760046, -1.260125) 
(51.760046, -1.260125) 
(51.760113, -1.260144) 
(51.760124, -1.260163) 
(51.760155, -1.260132) 
(51.760177, -1.260134) 
(51.760152, -1.260233) 
(51.760152, -1.260233) 
(51.76023, -1.260138) 
(51.760255, -1.260141) 
(51.760256, -1.260141) 
(51.760297, -1.260143) 
(51.760318, -1.260146) 
(51.760306, -1.260155) 
(51.760333, -1.260157) 
(51.760332, -1.260192) 
(51.760356, -1.260188) 
(51.760384, -1.260194) 
(51.760422, -1.260182) 
(51.760445, -1.260181) 
(51.76047, -1.260191) 
(51.760495, -1.260189) 
(51.760519, -1.260193) 
(51.760519, -1.260193) 
(51.760542, -1.260196) 
(51.760562, -1.260202) 
(51.760583, -1.260203) 
(51.760609, -1.260195) 
(51.760633, -1.260197) 
(51.760654, -1.2602) 
(51.760674, -1.260205) 
(51.760702, -1.260206) 
(51.760723, -1.26021) 
(51.760744, -1.260209) 
(51.760761, -1.260206) 
(51.760781, -1.26021) 
(51.760803, -1.260208) 
(51.760828, -1.260211) 
(51.760849, -1.260212) 
(51.760849, -1.260212) 
(51.760871, -1.260209) 
(51.760892, -1.260209) 
(51.76091, -1.260216) 
(51.760929, -1.260227) 
(51.760948, -1.260233) 
(51.760966, -1.26024) 
(51.76099, -1.260236) 
(51.761014, -1.260224) 
(51.761034, -1.260201) 
(51.761049, -1.260213) 
(51.761066, -1.260217) 
(51.761085, -1.260217) 
(51.761105, -1.26022) 
(51.761125, -1.260235) 
(51.761142, -1.260238) 
(51.761163, -1.26024) 
(51.761181, -1.260242) 
(51.761215, -1.260245) 
(51.761232, -1.260249) 
(51.761248, -1.260252) 
(51.761263, -1.260254) 
(51.7613, -1.260263) 
(51.761313, -1.260264) 
(51.761337, -1.260263) 
(51.761351, -1.260272) 
(51.761373, -1.260277) 
(51.761393, -1.260279) 
(51.761412, -1.260281) 
(51.76141, -1.260298) 
(51.761425, -1.260302) 
(51.761454, -1.260315) 
(51.761482, -1.260287) 
(51.761507, -1.260296) 
(51.761521, -1.260294) 
(51.761543, -1.260298) 
(51.761554, -1.260298) 
(51.761574, -1.260305) 
(51.761588, -1.260308) 
(51.761609, -1.260314) 
(51.761628, -1.260328) 
(51.761649, -1.260335) 
(51.761668, -1.260339) 
(51.761686, -1.260342) 
(51.76171, -1.260347) 
(51.761724, -1.260349) 
(51.761747, -1.260336) 
(51.761761, -1.260337) 
(51.761778, -1.260344) 
(51.761799, -1.260354) 
(51.761818, -1.26036) 
(51.761834, -1.260355) 
(51.761848, -1.260351) 
(51.761861, -1.260352) 
(51.761874, -1.260339) 
(51.76189, -1.260316) 
(51.7619, -1.260294) 
(51.761909, -1.260276) 
(51.761913, -1.260246) 
(51.761915, -1.260212) 
(51.761918, -1.260181) 
(51.761917, -1.26015) 
(51.761916, -1.260134) 
(51.761912, -1.260102) 
(51.761906, -1.260066) 
(51.761901, -1.260047) 
(51.761892, -1.260014) 
(51.761887, -1.259998) 
(51.761873, -1.259968) 
(51.761865, -1.259954) 
(51.761846, -1.259926) 
(51.761837, -1.259915) 
(51.761815, -1.259893) 
(51.761792, -1.259876) 
(51.761779, -1.259866) 
(51.761756, -1.259844) 
(51.761743, -1.259836) 
(51.761716, -1.259827) 
(51.761702, -1.25982) 
(51.761688, -1.259812) 
(51.761674, -1.259804) 
(51.761645, -1.259788) 
(51.761629, -1.25978) 
(51.761614, -1.259773) 
(51.761599, -1.259765) 
(51.761567, -1.259747) 
(51.76155, -1.25974) 
(51.761534, -1.259731) 
(51.761526, -1.259705) 
(51.761493, -1.259685) 
(51.761477, -1.259675) 
(51.76146, -1.259666) 
(51.761443, -1.259655) 
(51.76141, -1.259634) 
(51.761392, -1.259624) 
(51.761375, -1.259612) 
(51.761358, -1.259601) 
(51.761341, -1.25959) 
(51.761322, -1.25958) 
(51.761304, -1.259568) 
(51.761286, -1.259558) 
(51.761262, -1.259555) 
(51.761243, -1.259544) 
(51.761223, -1.259534) 
(51.761223, -1.259534) 
(51.761207, -1.25949) 
(51.761188, -1.259476) 
(51.761171, -1.259462) 
(51.761152, -1.259447) 
(51.761134, -1.259432) 
(51.76112, -1.259401) 
(51.761102, -1.259387) 
(51.761083, -1.259371) 
(51.761065, -1.259355) 
(51.761052, -1.259365) 
(51.761028, -1.259322) 
(51.761011, -1.259303) 
(51.760993, -1.259285) 
(51.760985, -1.259256) 
(51.760937, -1.259304) 
(51.760937, -1.259304) 
(51.760947, -1.259221) 
(51.760932, -1.2592) 
(51.760915, -1.259179) 
(51.760898, -1.259159) 
(51.760851, -1.259205) 
(51.760833, -1.259187) 
(51.760819, -1.259163) 
(51.760804, -1.259139) 
(51.76078, -1.259129) 
(51.760761, -1.259112) 
(51.760746, -1.259089) 
(51.760729, -1.259069) 
(51.760715, -1.259044) 
(51.760701, -1.259019) 
(51.760684, -1.259) 
(51.760684, -1.259) 
(51.760669, -1.258976) 
(51.760654, -1.258953) 
(51.760637, -1.258931) 
(51.760622, -1.258907) 
(51.760608, -1.258882) 
(51.760593, -1.258858) 
(51.760576, -1.258837) 
(51.760557, -1.258815) 
(51.760543, -1.258793) 
(51.760526, -1.258774) 
(51.760509, -1.258753) 
(51.760493, -1.258733) 
(51.760478, -1.258709) 
(51.760459, -1.258688) 
(51.760443, -1.258666) 
(51.760443, -1.258666) 
(51.760425, -1.258645) 
(51.760409, -1.258624) 
(51.760393, -1.258601) 
(51.760381, -1.258585) 
(51.760366, -1.258562) 
(51.76035, -1.258541) 
(51.760333, -1.258521) 
(51.760318, -1.258496) 
(51.7603, -1.258477) 
(51.76029, -1.258441) 
(51.760282, -1.2584) 
(51.760259, -1.258399) 
(51.760241, -1.258378) 
(51.760226, -1.258357) 
(51.760212, -1.25833) 
(51.760212, -1.25833) 
(51.760118, -1.25845) 
(51.76018, -1.258295) 
(51.760085, -1.258406) 
(51.760128, -1.258288) 
(51.760105, -1.258261) 
(51.760109, -1.258213) 
(51.760094, -1.258193) 
(51.76008, -1.258167) 
(51.760065, -1.258149) 
(51.76005, -1.258136) 
(51.760037, -1.258111) 
(51.760026, -1.258084) 
(51.760015, -1.25806) 
(51.760003, -1.258031) 
(51.75999, -1.258009) 
(51.75999, -1.258009) 
(51.759977, -1.257982) 
(51.759964, -1.257959) 
(51.759945, -1.257903) 
(51.759932, -1.257882) 
(51.759918, -1.257863) 
(51.759906, -1.257838) 
(51.75989, -1.257781) 
(51.759879, -1.257759) 
(51.759869, -1.257739) 
(51.759858, -1.257721) 
(51.759838, -1.25768) 
(51.759826, -1.257661) 
(51.75982, -1.257639) 
(51.759809, -1.257622) 
(51.759786, -1.257588) 
(51.759779, -1.257559) 
(51.759753, -1.257557) 
(51.759741, -1.257539) 
(51.759729, -1.257496) 
(51.759711, -1.257486) 
(51.759701, -1.257467) 
(51.759679, -1.257439) 
(51.759668, -1.257426) 
(51.759659, -1.257411) 
(51.759642, -1.257403) 
(51.759625, -1.257369) 
(51.759623, -1.257342) 
(51.759627, -1.257299) 
(51.759604, -1.257295) 
(51.760189, -1.256831) 
(51.760189, -1.256831) 
(51.760189, -1.256831) 
(51.760189, -1.256831) 
(51.760189, -1.256831) 
(51.760189, -1.256831) 
(51.760189, -1.256831) 
(51.760189, -1.256831) 
(51.760189, -1.256831) 
(51.760189, -1.256831) 
(51.760189, -1.256831) 
(51.760189, -1.256831) 
(51.760189, -1.256831) 
(51.760189, -1.256831) 
(51.759332, -1.257149) 
(51.759306, -1.257136) 
(51.759306, -1.257136) 
(51.759306, -1.257136) 
(51.759306, -1.257136) 
(51.759252, -1.257076) 
(51.759233, -1.25707) 
(51.759211, -1.257061) 
(51.759169, -1.257073) 
(51.759149, -1.257071) 
(51.759149, -1.257049) 
(51.759149, -1.257049) 
(51.759042, -1.257126) 
(51.759042, -1.257126) 
(51.759031, -1.257077) 
(51.759031, -1.257077) 
(51.759031, -1.257077) 
(51.759031, -1.257077) 
(51.759031, -1.257077) 
(51.759031, -1.257077) 
(51.759031, -1.257077) 
(51.759031, -1.257077) 
(51.759031, -1.257077) 
(51.759031, -1.257077) 
(51.759031, -1.257077) 
(51.758852, -1.256898) 
(51.758823, -1.256889) 
(51.758794, -1.256871) 
(51.758772, -1.256866) 
(51.758748, -1.256847) 
(51.758739, -1.256851) 
(51.758706, -1.256846) 
(51.758715, -1.256811) 
(51.758715, -1.256811) 
(51.758715, -1.256811) 
(51.758715, -1.256811) 
(51.758715, -1.256811) 
(51.758715, -1.256811) 
(51.758715, -1.256811) 
(51.758715, -1.256811) 
(51.758715, -1.256811) 
(51.758715, -1.256811) 
(51.758715, -1.256811) 
(51.758715, -1.256811) 
(51.758458, -1.256724) 
(51.758443, -1.256696) 
(51.758424, -1.256692) 
(51.758399, -1.25669) 
(51.75838, -1.256671) 
(51.758356, -1.256686) 
(51.758336, -1.256658) 
(51.758325, -1.25663) 
(51.758315, -1.256628) 
(51.758292, -1.256616) 
(51.758281, -1.256607) 
(51.758275, -1.25658) 
(51.758262, -1.256582) 
(51.758215, -1.256587) 
(51.758197, -1.256573) 
(51.758166, -1.256572) 
(51.758162, -1.25655) 
(51.758156, -1.25654) 
(51.758133, -1.256536) 
(51.758117, -1.256535) 
(51.758108, -1.256495) 
(51.758107, -1.256515) 
(51.75809, -1.256508) 
(51.758136, -1.256382) 
(51.75831, -1.256042) 
(51.758217, -1.256155) 
(51.75804, -1.256432) 
(51.757989, -1.256465) 
(51.757972, -1.256442) 
(51.75795, -1.256439) 
(51.757953, -1.256378) 
(51.757929, -1.256391) 
(51.757903, -1.256403) 
(51.757907, -1.256314) 
(51.757956, -1.256067) 
(51.75786, -1.256374) 
(51.757849, -1.256301) 
(51.757824, -1.256322) 
(51.757797, -1.256324) 
(51.757776, -1.256319) 
(51.757756, -1.256286) 
(51.757746, -1.256262) 
(51.757731, -1.256262) 
(51.757705, -1.256229) 
(51.757699, -1.256214) 
(51.757691, -1.256195) 
(51.757687, -1.256158) 
(51.757691, -1.256118) 
(51.757674, -1.256093) 
(51.757679, -1.25606) 
(51.757687, -1.256026) 
(51.757701, -1.256015) 
(51.75771, -1.255982) 
(51.757711, -1.25595) 
(51.757715, -1.255914) 
(51.757733, -1.255889) 
(51.757735, -1.255864) 
(51.757741, -1.255843) 
(51.757773, -1.255799) 
(51.757774, -1.255778) 
(51.757774, -1.255751) 
(51.757778, -1.255729) 
(51.75779, -1.255687) 
(51.757796, -1.255665) 
(51.7578, -1.255642) 
(51.757803, -1.255619) 
(51.757812, -1.255571) 
(51.75782, -1.255548) 
(51.757822, -1.255525) 
(51.75783, -1.255502) 
(51.75784, -1.25545) 
(51.757845, -1.255427) 
(51.757851, -1.255403) 
(51.757857, -1.255378) 
(51.75787, -1.255331) 
(51.757876, -1.255308) 
(51.757884, -1.255283) 
(51.757889, -1.255259) 
(51.757904, -1.255211) 
(51.757909, -1.255185) 
(51.757913, -1.255161) 
(51.75792, -1.255138) 
(51.757932, -1.25509) 
(51.757937, -1.255065) 
(51.757941, -1.255041) 
(51.757945, -1.255017) 
(51.757958, -1.254969) 
(51.757963, -1.254946) 
(51.757969, -1.254924) 
(51.757975, -1.254901) 
(51.757986, -1.254854) 
(51.757992, -1.25483) 
(51.757998, -1.254807) 
(51.758003, -1.254783) 
(51.758014, -1.254736) 
(51.758019, -1.254712) 
(51.758024, -1.254688) 
(51.758029, -1.254663) 
(51.75804, -1.254613) 
(51.758045, -1.25459) 
(51.758052, -1.254567) 
(51.758057, -1.254543) 
(51.758067, -1.254495) 
(51.758073, -1.254471) 
(51.758078, -1.254446) 
(51.758085, -1.254422) 
(51.758098, -1.254375) 
(51.758104, -1.254352) 
(51.758111, -1.25433) 
(51.758122, -1.25429) 
(51.758125, -1.254269) 
(51.758138, -1.254234) 
(51.758146, -1.254203) 
(51.758155, -1.25417) 
(51.758163, -1.254156) 
(51.758172, -1.25412) 
(51.758177, -1.254102) 
(51.758187, -1.254064) 
(51.758193, -1.254045) 
(51.758207, -1.254005) 
(51.758214, -1.253985) 
(51.758222, -1.253964) 
(51.758227, -1.253947) 
(51.758243, -1.253904) 
(51.758252, -1.253883) 
(51.75826, -1.25386) 
(51.75827, -1.253839) 
(51.758283, -1.253785) 
(51.758298, -1.253771) 
(51.758307, -1.253748) 
(51.758316, -1.253724) 
(51.75834, -1.253683) 
(51.758349, -1.25366) 
(51.758358, -1.253637) 
(51.758367, -1.253614) 
(51.758384, -1.253568) 
(51.758384, -1.253568) 
(51.758397, -1.253534) 
(51.758397, -1.253534) 
(51.758428, -1.253455) 
(51.758436, -1.253433) 
(51.758444, -1.253412) 
(51.758452, -1.253389) 
(51.75847, -1.253349) 
(51.758477, -1.253327) 
(51.758485, -1.253306) 
(51.758492, -1.253285) 
(51.758506, -1.253246) 
(51.758519, -1.253206) 
(51.758526, -1.253189) 
(51.758538, -1.253156) 
(51.758543, -1.253141) 
(51.758564, -1.253095) 
(51.758583, -1.253054) 
(51.758583, -1.253043) 
(51.758593, -1.253006) 
(51.758596, -1.252973) 
(51.758602, -1.252954) 
(51.758602, -1.252945) 
(51.758607, -1.252894) 
(51.758604, -1.252877) 
(51.758594, -1.252854) 
(51.758589, -1.252845) 
(51.758571, -1.252823) 
(51.758553, -1.252804) 
(51.75854, -1.25279) 
(51.758515, -1.252778) 
(51.758505, -1.252767) 
(51.758461, -1.252763) 
(51.758447, -1.252754) 
(51.758444, -1.252706) 
(51.758429, -1.252705) 
(51.758411, -1.2527) 
(51.758399, -1.252688) 
(51.758389, -1.25265) 
(51.758374, -1.252639) 
(51.758362, -1.252625) 
(51.758347, -1.252618) 
(51.75832, -1.25259) 
(51.758308, -1.252571) 
(51.758294, -1.252561) 
(51.758282, -1.252546) 
(51.758259, -1.252521) 
(51.758246, -1.252515) 
(51.758209, -1.252541) 
(51.758203, -1.252516) 
(51.758178, -1.252487) 
(51.758166, -1.252469) 
(51.758151, -1.25246) 
(51.758122, -1.252449) 
(51.75812, -1.252422) 
(51.758106, -1.252403) 
(51.758091, -1.252391) 
(51.75806, -1.252372) 
(51.758047, -1.252358) 
(51.758044, -1.252338) 
(51.758023, -1.252331) 
(51.757995, -1.252311) 
(51.75798, -1.252301) 
(51.757968, -1.252285) 
(51.757955, -1.252276) 
(51.757929, -1.252254) 
(51.757915, -1.252246) 
(51.757902, -1.252236) 
(51.757885, -1.252228) 
(51.757855, -1.252214) 
(51.75784, -1.252204) 
(51.757825, -1.252195) 
(51.757812, -1.252186) 
(51.757782, -1.252169) 
(51.757768, -1.252159) 
(51.757754, -1.25215) 
(51.757738, -1.252146) 
(51.757712, -1.252122) 
(51.757698, -1.252112) 
(51.757683, -1.252107) 
(51.757655, -1.252089) 
(51.75764, -1.25208) 
(51.757625, -1.252072) 
(51.757611, -1.252064) 
(51.757583, -1.252053) 
(51.757568, -1.252048) 
(51.757554, -1.252042) 
(51.757525, -1.252029) 
(51.75751, -1.252026) 
(51.757496, -1.252019) 
(51.75746, -1.252016) 
(51.757453, -1.252002) 
(51.757442, -1.251997) 
(51.757385, -1.252018) 
(51.757392, -1.251982) 
(51.757358, -1.252007) 
(51.757348, -1.251996) 
(51.757331, -1.251981) 
(51.757318, -1.251974) 
(51.757305, -1.251963) 
(51.75729, -1.251958) 
(51.757268, -1.251958) 
(51.757253, -1.251952) 
(51.75723, -1.251937) 
(51.757214, -1.251931) 
(51.757179, -1.251926) 
(51.757163, -1.25192) 
(51.757148, -1.251914) 
(51.757133, -1.251909) 
(51.757101, -1.251898) 
(51.757086, -1.251892) 
(51.757071, -1.251886) 
(51.757056, -1.251879) 
(51.757031, -1.251867) 
(51.757015, -1.251864) 
(51.756998, -1.251858) 
(51.756978, -1.251865) 
(51.756951, -1.251849) 
(51.756934, -1.251844) 
(51.75692, -1.251837) 
(51.756903, -1.251835) 
(51.756872, -1.251831) 
(51.756855, -1.251828) 
(51.756839, -1.251826) 
(51.756822, -1.251823) 
(51.756783, -1.25182) 
(51.756767, -1.251807) 
(51.756748, -1.251806) 
(51.756721, -1.251793) 
(51.756705, -1.251792) 
(51.756687, -1.251786) 
(51.75666, -1.25178) 
(51.756642, -1.251776) 
(51.756607, -1.251768) 
(51.756593, -1.251763) 
(51.756581, -1.25175) 
(51.756567, -1.251743) 
(51.756534, -1.251735) 
(51.756517, -1.251734) 
(51.756497, -1.251728) 
(51.756479, -1.251728) 
(51.756444, -1.251724) 
(51.756428, -1.25172) 
(51.756412, -1.251719) 
(51.756395, -1.251716) 
(51.756362, -1.251713) 
(51.756346, -1.251712) 
(51.75633, -1.251708) 
(51.756313, -1.25171) 
(51.756279, -1.251706) 
(51.756264, -1.251703) 
(51.756246, -1.251695) 
(51.756228, -1.251694) 
(51.756194, -1.251687) 
(51.756176, -1.251685) 
(51.756159, -1.251682) 
(51.756142, -1.251678) 
(51.756108, -1.251679) 
(51.756092, -1.25168) 
(51.756075, -1.251679) 
(51.756058, -1.251678) 
(51.756023, -1.251678) 
(51.756009, -1.251676) 
(51.755991, -1.251675) 
(51.755973, -1.251676) 
(51.755938, -1.251677) 
(51.755921, -1.251677) 
(51.755904, -1.251677) 
(51.755887, -1.251677) 
(51.755853, -1.251677) 
(51.755835, -1.251676) 
(51.755817, -1.251676) 
(51.7558, -1.251675) 
(51.755765, -1.251675) 
(51.755748, -1.251673) 
(51.755731, -1.251672) 
(51.7557, -1.251632) 
(51.755667, -1.251631) 
(51.75565, -1.251631) 
(51.755641, -1.25163) 
(51.755618, -1.251631) 
(51.755582, -1.251627) 
(51.755567, -1.251632) 
(51.75555, -1.251633) 
(51.755535, -1.251636) 
(51.755514, -1.251668) 
(51.755484, -1.251632) 
(51.755469, -1.251634) 
(51.755458, -1.251646) 
(51.755432, -1.251659) 
(51.755407, -1.251642) 
(51.755391, -1.251644) 
(51.755376, -1.251645) 
(51.755355, -1.251675) 
(51.75534, -1.251674) 
(51.755326, -1.251683) 
(51.755312, -1.251682) 
(51.755284, -1.251683) 
(51.755268, -1.251673) 
(51.755243, -1.251678) 
(51.75523, -1.251681) 
(51.755204, -1.251675) 
(51.755182, -1.25168) 
(51.755163, -1.251683) 
(51.755145, -1.251686) 
(51.755128, -1.251687) 
(51.755111, -1.25168) 
(51.75509, -1.251681) 
(51.755072, -1.251677) 
(51.755044, -1.251655) 
(51.755026, -1.251649) 
(51.754957, -1.251839) 
(51.754996, -1.251711) 
(51.755089, -1.251715) 
(51.755075, -1.25175) 
(51.755069, -1.25177) 
(51.755069, -1.25177) 
(51.755009, -1.251854) 
(51.754998, -1.251877) 
(51.754979, -1.251921) 
(51.754965, -1.251943) 
(51.754975, -1.251987) 
(51.754998, -1.252015) 
(51.754998, -1.252068) 
(51.755014, -1.252094) 
(51.755008, -1.252118) 
(51.755015, -1.252142) 
(51.75503, -1.252189) 
(51.755033, -1.252211) 
(51.755029, -1.252236) 
(51.755029, -1.252259) 
(51.755028, -1.252305) 
(51.755031, -1.252329) 
(51.755033, -1.252355) 
(51.75503, -1.252378) 
(51.755037, -1.252428) 
(51.755036, -1.252453) 
(51.755037, -1.252478) 
(51.755039, -1.252502) 
(51.755045, -1.252549) 
(51.755044, -1.252573) 
(51.755042, -1.252598) 
(51.755043, -1.252622) 
(51.755046, -1.252674) 
(51.75505, -1.252697) 
(51.755052, -1.252723) 
(51.755053, -1.252747) 
(51.755053, -1.252795) 
(51.755054, -1.25282) 
(51.755058, -1.252846) 
(51.755055, -1.252869) 
(51.755055, -1.252917) 
(51.755056, -1.252942) 
(51.755054, -1.252964) 
(51.755053, -1.252988) 
(51.755054, -1.253035) 
(51.755066, -1.253052) 
(51.755064, -1.253077) 
(51.755066, -1.2531) 
(51.755053, -1.253155) 
(51.755051, -1.253177) 
(51.755051, -1.253201) 
(51.75505, -1.253225) 
(51.755043, -1.253267) 
(51.755039, -1.253287) 
(51.755033, -1.253304) 
(51.755037, -1.253334) 
(51.75501, -1.253397) 
(51.755037, -1.253405) 
(51.755035, -1.253429) 
(51.755035, -1.253454) 
(51.755035, -1.253501) 
(51.754995, -1.253545) 
(51.755028, -1.253547) 
(51.755048, -1.25359) 
(51.755044, -1.253637) 
(51.755021, -1.253639) 
(51.755017, -1.25366) 
(51.75502, -1.253688) 
(51.75502, -1.253739) 
(51.75502, -1.253764) 
(51.755021, -1.253789) 
(51.755022, -1.253816) 
(51.755023, -1.253864) 
(51.755022, -1.253888) 
(51.755022, -1.253912) 
(51.755033, -1.253969) 
(51.755031, -1.25399) 
(51.755027, -1.254031) 
(51.755024, -1.254069) 
(51.755022, -1.254087) 
(51.755017, -1.25412) 
(51.754991, -1.254148) 
(51.754987, -1.254167) 
(51.755012, -1.254215) 
(51.755004, -1.254249) 
(51.755089, -1.254304) 
(51.755089, -1.254304) 
(51.754965, -1.254323) 
(51.75493, -1.254335) 
(51.754938, -1.254368) 
(51.754935, -1.254396) 
(51.754941, -1.254419) 
(51.75493, -1.254441) 
(51.754911, -1.25445) 
