timestamp,num_satellites,latitude,longitude,altitude,latitude_sigma,longitude_sigma,altitude_sigma,northing,easting,down,utm_zone
1447410503933402,8,51.760579,-1.261257,59.504335,2.044806,1.654076,6.350644,5735839.954787,619997.086996,-59.504335,30U
1447410504133699,8,51.760579,-1.261259,59.494066,2.044795,1.654177,6.350939,5735839.954170,619996.987139,-59.494066,30U
1447410504334038,8,51.760579,-1.261260,59.497429,2.044668,1.654262,6.351382,5735839.961659,619996.879375,-59.497429,30U
1447410504533502,8,51.760579,-1.261262,59.527152,2.044746,1.654403,6.351871,5735839.966856,619996.755720,-59.527152,30U
1447410504733750,8,51.760579,-1.261264,59.521751,2.044518,1.654477,6.351798,5735839.976605,619996.637094,-59.521751,30U
1447410504933409,8,51.760579,-1.261265,59.523029,2.044644,1.654722,6.352445,5735839.977194,619996.526441,-59.523029,30U
1447410505133522,8,51.760580,-1.261267,59.536152,2.044634,1.654823,6.352740,5735839.994373,619996.417358,-59.536152,30U
1447410505333512,8,51.760580,-1.261269,59.531690,2.044708,1.654695,6.352394,5735840.011206,619996.293291,-59.531690,30U
1447410505533503,8,51.760580,-1.261271,59.545705,2.044942,1.654924,6.352586,5735840.033277,619996.149017,-59.545705,30U
1447410505733696,8,51.760580,-1.261273,59.555566,2.045018,1.655097,6.353290,5735840.049481,619995.988638,-59.555566,30U
1447410505933538,8,51.760581,-1.261276,59.574829,2.044774,1.655152,6.353685,5735840.103237,619995.814647,-59.574829,30U
1447410506133544,8,51.760581,-1.261278,59.554944,2.044763,1.655253,6.353981,5735840.145647,619995.622608,-59.554944,30U
1447410506333816,8,51.760582,-1.261281,59.564245,2.044590,1.655181,6.354056,5735840.208943,619995.419591,-59.564245,30U
1447410506533491,8,51.760582,-1.261284,59.571731,2.044598,1.655364,6.354691,5735840.278687,619995.223312,-59.571731,30U
1447410506733816,8,51.760583,-1.261287,59.565966,2.044609,1.655616,6.355204,5735840.342066,619995.018896,-59.565966,30U
1447410506934128,8,51.760584,-1.261290,59.568323,2.044686,1.655987,6.356739,5735840.401290,619994.826128,-59.568323,30U
1447410507133534,8,51.760584,-1.261293,59.583444,2.044675,1.656088,6.357033,5735840.494121,619994.640247,-59.583444,30U
1447410507333524,8,51.760585,-1.261295,59.549317,2.044444,1.655728,6.355918,5735840.567958,619994.457670,-59.549317,30U
1447410507533535,8,51.760586,-1.261298,59.559229,2.044392,1.655708,6.355559,5735840.653979,619994.284875,-59.559229,30U
1447410507733500,8,51.760587,-1.261300,59.565699,2.044520,1.655809,6.355731,5735840.742461,619994.111164,-59.565699,30U
1447410507933654,8,51.760588,-1.261303,59.588645,2.044405,1.655952,6.356358,5735840.829407,619993.942944,-59.588645,30U
1447410508133514,8,51.760588,-1.261305,59.563451,2.044394,1.656053,6.356653,5735840.910427,619993.779575,-59.563451,30U
1447410508333486,8,51.760589,-1.261307,59.580648,2.044322,1.656430,6.357796,5735841.002207,619993.617556,-59.580648,30U
1447410508533524,8,51.760590,-1.261309,59.582886,2.044450,1.656465,6.358181,5735841.098141,619993.462938,-59.582886,30U
1447410508733462,8,51.760591,-1.261311,59.578183,2.044359,1.656412,6.357949,5735841.198003,619993.316269,-59.578183,30U
1447410508933775,8,51.760592,-1.261314,59.583924,2.044383,1.656429,6.357901,5735841.306069,619993.167221,-59.583924,30U
1447410509133557,8,51.760593,-1.261316,59.568105,2.044372,1.656530,6.358196,5735841.419487,619993.001868,-59.568105,30U
1447410509333414,8,51.760594,-1.261318,59.573733,2.044536,1.656811,6.358414,5735841.531417,619992.823344,-59.573733,30U
1447410509533466,8,51.760595,-1.261321,59.537063,2.044454,1.656843,6.358635,5735841.641322,619992.634691,-59.537063,30U
1447410509733707,8,51.760597,-1.261324,59.569005,2.044435,1.657094,6.359329,5735841.798028,619992.436561,-59.569005,30U
1447410509933666,8,51.760598,-1.261327,59.536853,2.044329,1.657182,6.359725,5735841.959963,619992.211847,-59.536853,30U
1447410510133495,8,51.760600,-1.261330,59.574483,2.044318,1.657283,6.360019,5735842.134065,619991.987184,-59.574483,30U
1447410510333422,8,51.760602,-1.261334,59.557699,2.044324,1.657379,6.360300,5735842.331201,619991.734913,-59.557699,30U
1447410510533537,8,51.760603,-1.261339,59.432124,2.044437,1.649459,6.358052,5735842.529226,619991.369214,-59.432124,30U
1447410510733525,8,51.760605,-1.261343,59.407631,2.044328,1.649526,6.358184,5735842.745926,619991.090863,-59.407631,30U
1447410510933829,8,51.760607,-1.261347,59.431986,2.044308,1.649520,6.358224,5735842.962927,619990.815941,-59.431986,30U
1447410511133446,8,51.760609,-1.261351,59.443837,2.044297,1.649621,6.358519,5735843.165276,619990.534015,-59.443837,30U
1447410511333429,8,51.760611,-1.261355,59.436846,2.044204,1.649612,6.358812,5735843.377879,619990.263462,-59.436846,30U
1447410511533607,8,51.760613,-1.261359,59.465587,2.044059,1.649573,6.358709,5735843.589456,619990.003174,-59.465587,30U
1447410511733907,8,51.760615,-1.261362,59.434204,2.044231,1.649848,6.359175,5735843.779191,619989.740486,-59.434204,30U
1447410511933958,8,51.760617,-1.261366,59.499682,2.044230,1.649918,6.359432,5735843.980761,619989.498937,-59.499682,30U
1447410512133514,8,51.760619,-1.261369,59.499399,2.044219,1.650019,6.359726,5735844.203010,619989.246551,-59.499399,30U
1447410512333765,8,51.760621,-1.261373,59.219910,2.041715,1.649897,6.333593,5735844.378704,619988.985062,-59.219910,30U
1447410512533810,8,51.760623,-1.261377,59.221597,2.041714,1.650000,6.334016,5735844.603236,619988.725491,-59.221597,30U
1447410512733946,8,51.760625,-1.261381,59.204480,2.042075,1.650314,6.334574,5735844.833355,619988.453998,-59.204480,30U
1447410512933969,8,51.760627,-1.261385,59.210206,2.042369,1.650747,6.335052,5735845.091812,619988.176855,-59.210206,30U
1447410513133986,8,51.760629,-1.261389,59.195130,2.042358,1.650848,6.335341,5735845.339491,619987.895907,-59.195130,30U
1447410513333853,7,51.760643,-1.261378,60.701683,2.696042,2.122152,6.665704,5735846.891815,619988.553962,-60.701683,30U
1447410513533996,8,51.760646,-1.261382,60.709007,2.696031,2.122288,6.665844,5735847.167286,619988.308688,-60.709007,30U
1447410513733425,8,51.760648,-1.261386,60.694510,2.695870,2.122243,6.666191,5735847.444361,619988.053167,-60.694510,30U
1447410513933715,8,51.760651,-1.261389,60.691988,2.696075,2.122499,6.666562,5735847.723410,619987.812534,-60.691988,30U
1447410514133808,8,51.760654,-1.261392,60.681997,2.696059,2.122599,6.666817,5735848.040230,619987.590654,-60.681997,30U
1447410514334098,8,51.760656,-1.261395,60.652507,2.696332,2.123133,6.667165,5735848.340403,619987.359285,-60.652507,30U
1447410514534029,8,51.760659,-1.261398,60.657290,2.696265,2.123218,6.667263,5735848.655278,619987.156704,-60.657290,30U
1447410514734015,8,51.760662,-1.261401,60.652536,2.696158,2.123259,6.667887,5735848.996437,619986.961134,-60.652536,30U
1447410514933924,8,51.760666,-1.261403,60.605910,2.695906,2.122822,6.668221,5735849.347728,619986.777391,-60.605910,30U
1447410515134097,8,51.760669,-1.261406,60.618101,2.695889,2.122922,6.668475,5735849.709578,619986.596399,-60.618101,30U
1447410515334131,8,51.760672,-1.261409,60.664167,2.711984,2.145133,6.670592,5735850.045015,619986.395672,-60.664167,30U
1447410515534004,7,51.760669,-1.261422,61.080411,3.969579,3.697802,6.881059,5735849.643981,619985.474217,-61.080411,30U
1447410515733888,7,51.760679,-1.261413,60.663865,2.736398,2.178319,6.674952,5735850.795180,619986.099153,-60.663865,30U
1447410515933841,7,51.760675,-1.261426,61.142948,3.971533,3.698600,6.883151,5735850.376593,619985.166177,-61.142948,30U
1447410516134081,6,51.760679,-1.261428,61.126455,3.970747,3.698440,6.881892,5735850.776433,619985.047734,-61.126455,30U
1447410516333910,6,51.760682,-1.261430,61.153841,3.971255,3.698716,6.882350,5735851.157734,619984.921131,-61.153841,30U
1447410516533897,6,51.760686,-1.261431,61.215558,3.971616,3.699066,6.882396,5735851.534583,619984.797978,-61.215558,30U
1447410516734089,6,51.760689,-1.261433,61.242931,3.971828,3.699322,6.882585,5735851.923892,619984.685410,-61.242931,30U
1447410516933959,6,51.760693,-1.261434,61.213566,3.972619,3.699915,6.883488,5735852.340109,619984.585229,-61.213566,30U
1447410517134061,6,51.760696,-1.261436,61.254141,3.972684,3.700181,6.883474,5735852.712626,619984.470944,-61.254141,30U
1447410517334174,6,51.760700,-1.261437,61.288561,3.973345,3.700561,6.884289,5735853.093493,619984.353273,-61.288561,30U
1447410517533968,6,51.760698,-1.261441,62.163191,5.519029,3.808176,9.123387,5735852.914385,619984.119666,-62.163191,30U
1447410517734034,6,51.760702,-1.261442,62.175645,5.518578,3.807849,9.122127,5735853.292166,619983.997520,-62.175645,30U
1447410517933847,6,51.760706,-1.261443,62.206925,5.519228,3.808813,9.123446,5735853.715343,619983.906060,-62.206925,30U
1447410518134105,6,51.760709,-1.261445,62.158538,5.518966,3.808861,9.122630,5735854.118297,619983.818942,-62.158538,30U
1447410518333799,6,51.760712,-1.261446,62.239210,5.520078,3.810122,9.125757,5735854.465731,619983.688440,-62.239210,30U
1447410518533957,6,51.760716,-1.261449,62.297259,5.520958,3.813183,9.133886,5735854.850036,619983.499890,-62.297259,30U
1447410518733916,5,51.760799,-1.261311,39.862983,35.909462,38.470612,90.176834,5735864.365551,619992.777378,-39.862983,30U
1447410518933795,5,51.760724,-1.261451,62.209669,5.548148,3.857842,9.233153,5735855.712125,619983.329354,-62.209669,30U
1447410519134049,5,51.760745,-1.261439,62.801848,5.696905,3.991537,9.452582,5735858.115501,619984.117933,-62.801848,30U
1447410519333867,5,51.760750,-1.261438,62.591194,5.696637,3.991377,9.451527,5735858.678169,619984.137543,-62.591194,30U
1447410519533913,4,51.760879,-1.261223,27.496455,36.843826,39.311016,92.735687,5735873.410454,619998.624657,-27.496455,30U
1447410519733988,4,51.760879,-1.261233,28.796731,36.898869,39.381420,92.917702,5735873.362275,619997.979017,-28.796731,30U
1447410519933780,4,51.760890,-1.261217,26.034373,36.896461,39.378296,92.911430,5735874.570959,619999.054861,-26.034373,30U
1447410520133862,3,51.760890,-1.261217,26.034373,36.896461,39.378296,92.911430,5735874.570959,619999.054861,-26.034373,30U
1447410520334129,3,51.760890,-1.261217,26.034373,36.896461,39.378296,92.911430,5735874.570959,619999.054861,-26.034373,30U
1447410520533748,4,51.760890,-1.261217,26.034373,36.896461,39.378296,92.911430,5735874.570959,619999.054861,-26.034373,30U
1447410520733863,4,51.760890,-1.261217,26.034373,36.896461,39.378296,92.911430,5735874.570959,619999.054861,-26.034373,30U
1447410520933729,5,51.760890,-1.261217,26.034373,36.896461,39.378296,92.911430,5735874.570959,619999.054861,-26.034373,30U
1447410521133771,5,51.760802,-1.261425,58.615746,15.347039,17.027706,38.998348,5735864.447219,619984.917166,-58.615746,30U
1447410521334034,5,51.760804,-1.261432,59.551132,15.342525,17.024202,38.987846,5735864.649684,619984.404417,-59.551132,30U
1447410521533793,4,51.760753,-1.261483,60.532397,21.654902,18.672474,38.999878,5735858.955686,619981.061365,-60.532397,30U
1447410521733776,4,51.760766,-1.261472,58.995389,21.650780,18.671761,38.975967,5735860.347398,619981.746724,-58.995389,30U
1447410521933674,4,51.760762,-1.261486,60.657673,13.035073,10.484276,24.762178,5735859.918147,619980.817675,-60.657673,30U
1447410522133664,5,51.760779,-1.261468,57.978461,9.806373,7.147678,19.714712,5735861.837686,619982.009150,-57.978461,30U
1447410522333922,4,51.760768,-1.261493,61.213757,9.771651,7.115323,19.637615,5735860.561139,619980.312237,-61.213757,30U
1447410522533763,4,51.760779,-1.261484,59.632700,9.748997,7.095104,19.587360,5735861.817887,619980.932326,-59.632700,30U
1447410522734021,4,51.760795,-1.261467,57.213847,9.719886,7.065191,19.548100,5735863.669807,619982.029968,-57.213847,30U
1447410522933623,4,51.760794,-1.261478,58.655530,9.712190,7.062962,19.516352,5735863.443237,619981.304849,-58.655530,30U
1447410523133697,4,51.760788,-1.261493,60.665010,9.718020,7.076493,19.500742,5735862.839510,619980.258959,-60.665010,30U
1447410523333783,4,51.760788,-1.261501,61.418435,9.675075,7.033437,19.422216,5735862.740903,619979.696555,-61.418435,30U
1447410523533766,4,51.760806,-1.261483,58.759822,9.670243,7.032895,19.394510,5735864.782196,619980.933073,-58.759822,30U
1447410523733763,4,51.760816,-1.261474,57.484095,9.671755,7.039448,19.381704,5735865.946836,619981.477072,-57.484095,30U
1447410523933679,5,51.760818,-1.261480,57.992545,9.646884,7.012938,19.345011,5735866.141029,619981.115521,-57.992545,30U
1447410524133889,5,51.760825,-1.261476,57.207779,9.637490,7.010920,19.301201,5735866.934841,619981.355242,-57.207779,30U
1447410524334143,6,51.760829,-1.261476,56.799681,9.634706,7.010855,19.285902,5735867.375499,619981.318448,-56.799681,30U
1447410524533458,6,51.760844,-1.261477,59.529041,8.548431,6.970829,17.582300,5735869.039135,619981.227130,-59.529041,30U
1447410524733646,6,51.760842,-1.261484,59.841941,8.543234,6.966987,17.558535,5735868.778979,619980.733420,-59.841941,30U
1447410524933514,6,51.760838,-1.261494,60.617408,8.530276,6.955135,17.519053,5735868.336058,619980.031335,-60.617408,30U
1447410525133506,6,51.760847,-1.261499,63.103944,6.844316,6.913255,15.009705,5735869.359726,619979.703634,-63.103944,30U
1447410525333674,6,51.760855,-1.261500,64.312983,4.994985,6.883257,12.499001,5735870.203446,619979.575318,-64.312983,30U
1447410525533552,6,51.760865,-1.261502,66.023840,5.006231,6.890839,12.520338,5735871.337605,619979.461229,-66.023840,30U
1447410525733657,6,51.760869,-1.261503,66.174479,4.955988,6.878002,12.433061,5735871.821079,619979.380263,-66.174479,30U
1447410525933640,6,51.760864,-1.261508,65.137472,5.029796,6.879647,12.521082,5735871.230304,619979.029585,-65.137472,30U
1447410526133773,6,51.760856,-1.261515,63.957700,4.947813,6.873953,12.406244,5735870.305994,619978.536516,-63.957700,30U
1447410526333506,6,51.760864,-1.261511,63.585659,4.912156,6.866712,12.351652,5735871.276879,619978.815789,-63.585659,30U
1447410526533631,6,51.760864,-1.261517,64.076761,4.904874,6.865216,12.335410,5735871.177934,619978.391021,-64.076761,30U
1447410526733471,7,51.760860,-1.261520,62.702143,4.891479,6.853171,12.295632,5735870.734529,619978.187192,-62.702143,30U
1447410526933533,7,51.760863,-1.261522,63.108728,4.925849,6.854602,12.334511,5735871.139316,619978.035431,-63.108728,30U
1447410527133492,7,51.760861,-1.261532,63.941661,4.763900,6.276783,11.239504,5735870.805712,619977.348115,-63.941661,30U
1447410527333589,7,51.760863,-1.261532,63.308999,4.761480,6.275041,11.230500,5735871.099752,619977.401889,-63.308999,30U
1447410527533450,7,51.760863,-1.261539,63.998456,4.646114,5.630674,10.094694,5735871.025603,619976.924419,-63.998456,30U
1447410527733544,7,51.760869,-1.261536,64.336648,4.404610,4.095723,7.396400,5735871.760560,619977.114418,-64.336648,30U
1447410527933679,7,51.760874,-1.261527,63.671979,4.400278,4.087944,7.376952,5735872.281177,619977.666287,-63.671979,30U
1447410528133539,7,51.760872,-1.261533,63.852127,4.401535,4.090683,7.369807,5735872.037390,619977.314832,-63.852127,30U
1447410528333510,6,51.760874,-1.261538,63.961683,4.376397,4.062335,7.333135,5735872.272638,619976.963378,-63.961683,30U
1447410528533750,6,51.760872,-1.261536,63.306398,4.360265,4.055758,7.331543,5735872.129339,619977.048728,-63.306398,30U
1447410528733858,7,51.760874,-1.261527,61.492895,4.371930,4.075630,7.377800,5735872.337167,619977.697704,-61.492895,30U
1447410528933505,7,51.760872,-1.261532,61.588149,4.363527,4.060853,7.356254,5735872.130907,619977.334646,-61.588149,30U
1447410529133462,7,51.760870,-1.261549,63.856217,4.359635,4.042241,7.319943,5735871.822561,619976.193402,-63.856217,30U
1447410529333699,6,51.760871,-1.261552,64.416338,4.350694,4.039983,7.312016,5735871.926103,619975.940636,-64.416338,30U
1447410529533496,6,51.760873,-1.261552,63.585270,4.354442,4.041569,7.325353,5735872.174122,619975.979743,-63.585270,30U
1447410529733732,7,51.760870,-1.261561,64.069473,4.379276,4.034377,7.361245,5735871.829020,619975.349331,-64.069473,30U
1447410529933969,7,51.760869,-1.261568,64.708203,4.336979,4.020411,7.282202,5735871.743492,619974.870074,-64.708203,30U
1447410530134039,6,51.760870,-1.261570,64.568426,4.337208,4.020682,7.282303,5735871.781377,619974.728246,-64.568426,30U
1447410530334042,6,51.760871,-1.261571,63.920869,4.328654,4.027995,7.304345,5735871.928358,619974.695841,-63.920869,30U
1447410530534034,6,51.760874,-1.261570,63.863716,4.334985,4.028321,7.313219,5735872.234873,619974.711374,-63.863716,30U
1447410530734122,6,51.760874,-1.261569,63.548040,4.309958,4.028589,7.294382,5735872.278934,619974.782254,-63.548040,30U
1447410530933911,6,51.760878,-1.261561,62.430963,4.296421,4.027936,7.296126,5735872.651343,619975.315582,-62.430963,30U
1447410531133943,7,51.760876,-1.261570,63.572059,4.298506,4.038170,7.308664,5735872.429326,619974.706620,-63.572059,30U
1447410531333919,7,51.760874,-1.261578,63.958400,4.298148,4.057437,7.341687,5735872.184250,619974.194738,-63.958400,30U
1447410531533975,8,51.760874,-1.261578,64.083216,3.936659,3.669845,7.277547,5735872.255931,619974.150999,-64.083216,30U
1447410531733367,7,51.760874,-1.261586,64.802191,3.928192,3.665262,7.278076,5735872.218294,619973.644891,-64.802191,30U
1447410531933597,7,51.760876,-1.261590,65.909341,3.506535,3.229746,7.277199,5735872.486631,619973.344632,-65.909341,30U
1447410532133827,7,51.760874,-1.261589,64.646417,3.506634,3.229921,7.277626,5735872.165148,619973.429381,-64.646417,30U
1447410532334057,7,51.760881,-1.261586,65.362761,2.361716,1.991622,7.390329,5735872.995269,619973.606393,-65.362761,30U
1447410532533921,6,51.760883,-1.261594,64.815291,2.558739,2.315589,8.554567,5735873.153686,619973.063065,-64.815291,30U
1447410532734132,7,51.760884,-1.261587,65.312052,2.308416,1.992690,7.206176,5735873.358528,619973.528151,-65.312052,30U
1447410532934018,7,51.760879,-1.261598,65.222298,2.315878,2.004285,7.262942,5735872.751152,619972.755692,-65.222298,30U
1447410533134016,7,51.760877,-1.261601,64.047793,2.314674,2.004199,7.259050,5735872.574424,619972.585487,-64.047793,30U
1447410533333934,7,51.760874,-1.261604,63.561086,2.281961,1.972164,7.153449,5735872.193579,619972.409904,-63.561086,30U
1447410533533884,6,51.760872,-1.261602,63.072300,2.772247,2.054198,8.885125,5735871.978869,619972.523941,-63.072300,30U
1447410533733858,6,51.760873,-1.261597,62.346138,2.772281,2.049160,8.883550,5735872.063704,619972.839720,-62.346138,30U
1447410533933834,6,51.760875,-1.261595,62.812157,2.771462,2.048040,8.878592,5735872.273070,619972.973054,-62.812157,30U
1447410534133951,6,51.760874,-1.261599,62.997258,2.774690,2.051054,8.893270,5735872.239933,619972.713669,-62.997258,30U
1447410534333885,6,51.760875,-1.261596,62.650537,2.756178,2.043859,8.852736,5735872.292429,619972.901531,-62.650537,30U
1447410534533837,6,51.760875,-1.261596,62.758829,2.756909,2.053285,8.881486,5735872.333494,619972.909886,-62.758829,30U
1447410534734060,6,51.760874,-1.261598,63.044099,2.748285,2.038308,8.853765,5735872.176023,619972.765214,-63.044099,30U
1447410534933923,6,51.760873,-1.261600,63.214571,2.744910,2.038260,8.848080,5735872.138492,619972.687255,-63.214571,30U
1447410535134126,6,51.760873,-1.261600,63.127986,2.748397,2.044231,8.867004,5735872.072975,619972.673172,-63.127986,30U
1447410535333832,6,51.760873,-1.261602,63.161638,2.745254,2.041526,8.859777,5735872.044037,619972.551539,-63.161638,30U
1447410535533828,6,51.760871,-1.261604,63.372127,2.740980,2.031930,8.842836,5735871.906436,619972.385837,-63.372127,30U
1447410535733850,6,51.760872,-1.261605,63.619789,2.741851,2.033849,8.851926,5735871.933271,619972.335428,-63.619789,30U
1447410535933924,6,51.760873,-1.261604,63.592424,2.743136,2.044998,8.866538,5735872.062036,619972.396258,-63.592424,30U
1447410536134094,6,51.760874,-1.261604,63.465506,2.737809,2.036213,8.858088,5735872.196817,619972.389352,-63.465506,30U
1447410536333809,6,51.760873,-1.261608,63.913335,2.734617,2.030405,8.840384,5735872.031419,619972.097076,-63.913335,30U
1447410536533828,6,51.760874,-1.261606,64.005060,2.740463,2.045106,8.878599,5735872.151874,619972.252947,-64.005060,30U
1447410536733821,6,51.760875,-1.261605,63.536453,2.744413,2.055601,8.912455,5735872.253438,619972.307369,-63.536453,30U
1447410536933736,6,51.760875,-1.261604,63.357483,2.727561,2.027282,8.835296,5735872.248312,619972.350950,-63.357483,30U
1447410537133952,6,51.760873,-1.261605,63.650002,2.727665,2.027328,8.835890,5735872.044697,619972.311824,-63.650002,30U
1447410537333807,6,51.760872,-1.261608,63.910714,2.726779,2.033565,8.854841,5735871.930961,619972.133312,-63.910714,30U
